siteRef,MPAN,ConsumptionDate,kWh_1,kWh_2,kWh_3,kWh_4,kWh_5,kWh_6,kWh_7,kWh_8,kWh_9,kWh_10,kWh_11,kWh_12,kWh_13,kWh_14,kWh_15,kWh_16,kWh_17,kWh_18,kWh_19,kWh_20,kWh_21,kWh_22,kWh_23,kWh_24,kWh_25,kWh_26,kWh_27,kWh_28,kWh_29,kWh_30,kWh_31,kWh_32,kWh_33,kWh_34,kWh_35,kWh_36,kWh_37,kWh_38,kWh_39,kWh_40,kWh_41,kWh_42,kWh_43,kWh_44,kWh_45,kWh_46,kWh_47,kWh_48,kVArh_1,kVArh_2,kVArh_3,kVArh_4,kVArh_5,kVArh_6,kVArh_7,kVArh_8,kVArh_9,kVArh_10,kVArh_11,kVArh_12,kVArh_13,kVArh_14,kVArh_15,kVArh_16,kVArh_17,kVArh_18,kVArh_19,kVArh_20,kVArh_21,kVArh_22,kVArh_23,kVArh_24,kVArh_25,kVArh_26,kVArh_27,kVArh_28,kVArh_29,kVArh_30,kVArh_31,kVArh_32,kVArh_33,kVArh_34,kVArh_35,kVArh_36,kVArh_37,kVArh_38,kVArh_39,kVArh_40,kVArh_41,kVArh_42,kVArh_43,kVArh_44,kVArh_45,kVArh_46,kVArh_47,kVArh_48
Mossbrook Primary Sch,2336533093112,10/12/2019,6.25000000,6.20000000,6.27000000,6.45000000,6.51000000,6.64000000,6.67000000,6.62000000,6.73000000,6.68000000,6.68000000,6.69000000,6.76000000,9.53000000,11.03000000,16.30990000,15.14000000,16.84000000,24.16000000,21.95990000,25.45990000,26.52000000,31.34000000,27.34000000,25.18000000,21.37990000,19.28000000,17.87990000,17.77000000,17.99000000,14.15000000,12.53000000,12.59000000,10.87000000,8.70000000,7.35000000,6.22000000,6.25000000,6.08000000,6.16000000,6.10000000,6.22000000,6.08000000,6.16000000,6.14000000,6.33000000,6.26000000,6.36000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mossbrook Primary Sch,2336533093112,11/12/2019,6.19000000,6.28000000,6.20000000,6.41000000,6.40000000,6.75000000,6.89000000,6.87000000,6.83000000,6.71000000,6.78000000,6.88000000,6.99000000,9.29000000,10.03000000,15.66000000,17.08000000,24.95990000,17.98000000,16.62990000,22.21990000,24.45000000,26.04990000,22.83000000,20.85000000,19.38990000,19.98000000,17.03000000,13.10000000,15.19000000,13.09000000,12.34000000,12.46000000,10.55000000,8.93000000,7.74000000,6.75000000,5.91000000,5.22000000,5.25000000,5.29000000,5.14000000,5.17000000,5.27000000,5.31000000,5.24000000,5.19000000,5.29000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
