at,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,,,
20/05/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,132,186,272,361,515,453,318,320,667,699,521,450,571,544,713,731,550,477,311,192,175,132,115,76,32,20,6,0,0,0,0,0,0,,9576,731
21/05/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,211,378,422,588,686,657,532,499,496,531,571,622,542,867,854,716,547,431,283,189,117,82,31,5,0,0,0,0,0,0,0,0,0,,10920,867
22/05/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,80,118,230,260,235,270,309,454,572,583,693,970,941,903,703,701,482,421,285,269,203,127,90,58,30,12,0,0,0,0,0,0,0,,10021,970
23/05/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,50,83,79,94,108,223,0,269,330,430,460,385,775,378,268,209,137,19,0,0,0,0,46,59,33,20,5,0,0,0,0,0,0,,4468,775
24/05/2011,0,0,0,0,0,0,0,0,0,0,0,0,1,20,52,86,158,266,429,603,744,848,920,892,710,867,1020,1094,1025,900,662,507,350,265,201,166,170,135,87,59,32,9,0,0,0,0,0,0,,13277,1094
25/05/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,32,81,150,187,465,526,664,790,874,946,1002,800,902,1101,1066,835,651,504,387,318,311,274,168,89,79,55,29,6,0,0,0,0,0,0,0,,13290,1101
26/05/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,48,41,0,176,202,424,483,489,672,478,372,318,394,348,179,124,128,62,86,31,18,4,0,0,0,0,0,0,0,,5085,672
27/05/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,19,52,101,154,224,313,346,275,364,445,439,528,711,647,569,461,391,325,226,207,158,140,87,46,17,2,0,0,0,0,0,0,,7257,711
28/05/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,88,164,136,198,147,180,116,88,119,111,126,50,161,156,461,374,389,313,45,120,74,6,12,10,2,0,0,0,0,0,0,,3669,461
29/05/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,36,51,105,105,102,101,82,160,130,228,175,73,419,700,512,479,416,361,295,113,45,22,13,3,0,0,0,0,0,0,0,0,,4755,700
30/05/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,35,12,66,80,79,90,34,156,21,46,98,152,179,109,118,93,64,18,10,0,0,0,0,0,0,,1482,179
31/05/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,38,111,159,278,396,569,711,714,701,960,0,772,1103,1076,1113,873,376,477,508,402,184,114,163,143,115,84,33,36,7,0,0,0,0,0,0,,12216,1113
01/06/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,39,63,140,296,223,252,202,352,356,386,176,628,726,809,1116,1081,1036,845,426,329,247,183,129,83,59,24,6,0,0,0,0,0,0,0,0,,10210,1116
02/06/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,75,164,478,621,715,807,889,967,1027,1033,1033,1033,1118,1096,1058,1002,707,641,442,299,237,262,161,124,58,32,15,1,0,0,0,0,0,,16112,1118
03/06/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,21,83,148,239,407,558,715,807,892,967,1027,868,1109,1123,1120,1099,1045,808,578,391,276,148,141,109,107,54,26,18,7,4,3,3,2,1,1,,14905,1123
04/06/2011,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,500,200,200,400,600,400,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2908,600
05/06/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100,100
06/06/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,100,0,0,0,0,0,100,200,300,300,0,200,100,0,0,0,0,0,0,0,0,0,0,0,0,,1700,300
07/06/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,100,0,500,0,100,300,600,0,100,100,0,200,100,0,0,0,0,0,0,0,0,0,0,0,0,,2400,600
08/06/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,300,100,100,100,300,300,300,400,200,400,500,400,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,,3900,500
09/06/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,400,500,200,200,100,200,300,500,200,100,300,200,200,0,100,0,0,0,0,0,0,0,0,0,0,0,,3800,500
10/06/2011,0,0,0,0,0,0,0,0,0,0,0,49,97,171,244,287,330,325,320,360,399,276,153,550,947,671,394,350,306,294,281,189,97,266,434,295,155,86,16,13,9,5,0,0,0,0,0,0,,8364,947
11/06/2011,16,0,0,0,0,0,0,0,0,0,2,15,43,101,176,248,340,422,496,428,735,741,762,808,839,878,966,941,907,908,960,830,747,698,678,658,291,504,393,240,62,36,16,3,0,0,0,0,,16890,966
12/06/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100,100
13/06/2011,0,0,0,0,0,0,0,0,0,0,0,3,11,33,70,46,94,88,177,172,156,94,157,147,350,379,638,574,473,757,689,499,621,406,579,567,463,374,319,180,40,24,16,0,0,0,0,0,,9195,757
14/06/2011,0,0,0,0,0,0,0,0,0,0,9,25,69,100,130,162,258,415,464,577,627,704,422,827,853,842,756,670,584,498,788,811,373,802,597,517,401,246,235,176,73,26,11,0,0,0,0,0,,14047,853
15/06/2011,0,0,0,0,0,0,0,0,0,0,0,13,25,40,68,67,97,231,184,99,53,92,106,114,205,572,974,770,100,360,42,98,332,69,35,233,192,97,41,80,79,38,9,0,0,0,0,0,,5514,974
16/06/2011,0,0,0,0,0,0,0,0,0,0,0,2,20,32,70,72,126,240,341,290,245,280,362,870,943,923,799,643,891,777,352,520,646,492,273,239,465,382,318,195,72,49,15,3,0,0,0,0,,11946,943
17/06/2011,0,0,0,0,0,0,0,0,0,0,9,21,36,56,63,150,159,196,219,162,167,271,314,323,189,125,189,283,316,133,107,103,117,104,95,120,85,85,86,60,92,19,5,0,0,0,0,0,,4459,323
18/06/2011,0,0,0,0,0,0,0,0,0,0,2,19,20,10,20,93,50,118,85,144,62,261,264,856,816,900,657,992,716,1079,753,753,419,571,548,537,499,294,125,64,56,24,11,0,0,0,0,0,,11816,1079
19/06/2011,0,0,0,0,0,0,0,0,0,0,1,10,24,77,105,268,440,393,513,272,332,165,320,375,487,639,973,828,970,888,864,804,753,694,631,568,478,400,316,204,65,44,14,4,0,0,0,0,,13919,973
20/06/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,137,264,272,406,518,619,853,906,1022,756,597,436,335,194,442,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7979,1022
21/06/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,226,302,625,469,648,407,445,296,194,420,591,276,190,148,150,103,86,41,27,3,23,11,0,0,0,0,0,0,0,0,,5902,648
22/06/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,118,57,0,0,130,179,517,855,747,1020,813,598,409,295,180,101,82,78,47,28,7,0,0,0,0,0,0,0,0,,6296,1020
23/06/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,25,90,131,228,284,486,431,389,468,506,374,561,395,921,507,516,679,456,304,134,17,58,127,46,51,9,1,8,1,1,1,0,0,0,0,,8204,921
24/06/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,35,163,283,435,609,675,732,849,1040,1104,1041,791,781,727,733,623,581,456,114,0,9,22,6,0,0,0,0,0,0,0,0,0,0,0,0,,11807,1104
25/06/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,39,71,30,47,0,33,49,65,171,192,281,292,263,181,155,80,44,14,0,1,0,0,0,0,0,0,0,0,0,,2021,292
26/06/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,196,627,912,989,1054,1106,1138,1153,1041,1130,1091,1038,691,545,285,222,69,36,29,35,15,12,31,21,1,1,1,0,0,0,0,,13568,1153
27/06/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,31,125,242,454,673,824,911,989,1053,846,644,346,224,38,128,624,436,262,200,106,214,324,262,92,20,0,0,0,0,0,0,0,0,0,0,,10065,1053
28/06/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,61,86,288,444,667,1103,833,634,920,1092,1093,1022,664,743,732,613,477,460,187,108,156,47,17,7,0,0,0,0,0,0,0,,12491,1103
29/06/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,23,146,222,394,605,765,910,985,1050,1083,1100,1021,1005,1129,1092,1038,969,817,392,427,371,299,200,156,115,74,36,13,1,1,1,0,0,0,0,,16437,1129
30/06/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,18,119,208,356,471,710,852,984,946,1018,1135,1112,613,595,491,449,323,326,107,258,388,238,173,183,112,77,38,17,1,1,1,0,0,0,0,,12319,1135
01/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,11,202,363,419,692,818,785,786,1050,1099,1133,1093,1014,1128,1090,1037,966,822,559,470,363,274,143,104,61,25,10,12,1,1,1,0,0,0,0,,16531,1133
02/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,224,424,644,817,905,980,1046,1099,1132,1148,984,683,579,503,569,620,457,450,369,294,245,238,203,106,51,12,0,0,0,0,0,0,0,,14839,1148
03/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,300,515,668,789,901,981,1045,1097,1130,1114,880,966,903,1006,966,634,701,549,426,277,224,166,87,35,15,5,0,0,0,0,0,0,0,,16509,1130
04/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,328,407,628,812,901,978,1043,1094,1130,1146,1063,980,1087,1035,968,863,630,461,363,305,149,78,41,19,3,0,0,0,0,0,0,0,0,,16631,1146
05/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,246,410,637,667,720,678,321,0,0,0,32,249,222,179,88,86,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4623,720
06/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,195,298,578,411,418,448,533,926,498,783,614,93,443,137,228,228,171,129,65,18,0,0,0,0,0,0,0,0,0,0,0,0,,7301,926
07/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,63,106,184,162,244,256,635,171,338,457,831,905,867,384,294,418,798,312,267,275,218,120,61,14,8,3,0,0,0,0,0,0,0,,8431,905
08/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,20,371,267,595,475,606,663,619,382,320,237,118,0,51,34,177,78,0,6,32,37,18,13,7,0,0,0,0,0,0,0,,5204,663
09/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,76,325,487,545,683,812,735,943,809,852,770,551,368,396,302,211,168,96,59,30,7,0,0,0,0,0,0,0,,9248,943
10/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,96,171,194,241,345,458,542,448,466,568,718,879,852,857,831,759,588,411,287,214,163,89,52,24,4,0,0,0,0,0,0,0,,10275,879
11/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,113,559,798,888,966,1031,938,1117,1135,1134,1114,1079,1024,956,877,788,696,595,443,258,217,153,76,29,5,0,0,0,0,0,0,0,,17011,1135
12/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,63,220,294,324,382,445,663,652,676,793,591,363,202,193,195,142,97,36,3,0,0,0,0,0,0,0,0,0,0,,6369,793
13/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,241,491,533,856,507,382,732,827,872,565,905,644,599,394,463,461,376,385,305,132,53,19,28,27,3,0,0,0,0,0,0,0,,10814,905
14/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,236,415,568,788,879,955,1022,1074,1110,919,966,1109,950,1019,952,801,781,396,400,291,201,143,98,57,29,8,1,1,0,0,0,0,0,,16218,1110
15/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,64,204,609,786,874,790,1021,1071,917,973,1109,901,1070,713,626,649,393,138,119,71,17,22,3,0,0,0,0,0,0,0,0,0,0,,13198,1109
16/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,177,347,102,508,514,300,368,245,268,188,128,117,82,55,23,3,0,0,0,0,0,0,0,,3546,514
17/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,81,87,346,441,192,116,299,426,622,442,409,333,235,137,56,39,0,0,0,0,0,0,0,0,0,0,0,0,,4299,622
18/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,50,54,58,76,267,288,362,377,334,159,108,37,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,2186,377
19/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,67,127,289,680,552,476,728,1050,637,526,579,712,508,256,506,520,460,351,166,182,146,59,27,8,0,0,0,0,0,0,0,0,,9659,1050
20/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,132,79,0,125,477,508,484,453,560,776,860,544,411,273,116,138,52,15,0,0,0,0,0,0,0,0,0,0,,6065,860
21/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,131,231,320,330,637,468,1005,844,1025,602,539,436,873,1002,936,245,88,193,0,21,0,4,6,6,0,0,0,0,0,0,0,0,0,,9970,1025
22/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,346,264,392,307,358,346,280,234,300,249,270,271,347,220,229,336,336,320,222,171,111,51,13,1,0,0,0,0,0,0,0,,5997,392
23/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,222,317,371,474,932,999,1049,1008,961,819,580,797,797,928,632,370,191,235,203,173,136,85,28,9,1,0,0,0,0,0,0,0,,12385,1049
24/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,189,285,220,445,717,544,734,493,417,560,513,402,343,298,238,212,292,190,97,123,91,86,43,26,11,0,0,0,0,0,0,0,0,,7631,734
25/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,291,494,671,807,923,990,1042,1079,1096,1080,1078,1040,989,765,424,258,265,123,113,111,122,80,29,18,1,0,0,0,0,0,0,0,,13910,1096
26/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,184,986,1040,1074,1093,1092,1074,1038,984,919,720,701,661,564,234,100,57,11,4,0,0,0,0,0,0,0,0,0,,12547,1093
27/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,159,373,651,836,914,981,826,1070,1089,1089,790,858,717,656,820,749,450,391,189,264,104,41,16,3,0,0,0,0,0,0,0,0,,14082,1089
28/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,156,292,305,743,831,910,977,1030,1066,1085,1039,1068,1032,852,651,545,641,327,197,177,261,177,100,26,3,0,0,0,0,0,0,0,0,,14509,1085
29/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,93,201,147,168,234,226,213,186,173,91,57,35,14,7,1,0,0,0,0,0,0,0,0,,1922,234
30/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,126,436,902,457,307,355,400,385,530,658,974,904,686,512,493,550,330,144,89,24,4,2,0,0,0,0,0,0,0,0,,9297,974
31/07/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,117,321,601,707,850,967,1019,1056,966,573,422,458,602,630,493,314,218,177,120,80,83,74,35,4,0,0,0,0,0,0,0,0,,10911,1056
01/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,91,94,152,308,545,807,1052,1069,1061,1051,912,960,896,677,643,445,310,139,77,26,15,9,2,0,0,0,0,0,0,0,0,,11364,1069
02/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,118,114,163,198,446,743,693,776,1039,1047,1009,958,784,813,564,569,418,303,237,155,91,45,15,1,1,0,0,0,0,0,0,,11407,1047
03/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,69,226,402,812,888,956,978,1042,1061,1060,1041,1004,952,885,670,412,476,358,249,180,134,77,35,6,1,1,1,0,0,0,0,0,,13987,1061
04/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,89,91,54,134,129,271,694,563,373,354,292,172,87,16,14,0,0,0,0,0,0,0,0,0,0,,3404,694
05/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,247,223,224,378,503,636,756,885,842,796,812,997,613,738,514,384,239,282,207,157,85,35,14,1,0,0,0,0,0,0,0,0,,10580,997
06/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,81,137,162,126,355,280,344,449,822,850,938,549,488,317,241,136,153,75,101,67,31,9,1,1,0,0,0,0,0,0,,6764,938
07/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,91,306,560,397,486,278,476,121,736,883,935,521,90,160,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6077,935
08/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,22,26,0,135,655,825,985,772,778,741,805,981,599,332,337,174,165,123,95,82,30,17,4,0,0,0,0,0,0,0,0,0,,8717,985
09/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,316,457,689,553,928,489,985,988,826,1014,978,926,858,647,407,260,179,152,95,60,43,31,5,1,1,0,0,0,0,0,0,,12062,1014
10/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,43,109,411,308,379,382,427,649,719,753,907,569,398,426,432,578,434,228,162,49,13,0,0,0,0,0,0,0,0,0,0,0,,8414,907
11/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,171,290,273,243,190,344,474,392,340,209,307,329,240,96,33,0,0,0,0,0,0,0,0,0,0,0,0,,3978,474
12/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,137,232,339,288,396,543,509,493,825,694,298,72,305,144,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5358,825
13/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,36,311,178,569,318,322,340,232,210,178,187,95,119,53,95,34,0,0,0,0,0,0,0,0,0,0,0,0,,3295,569
14/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,90,338,550,581,599,897,652,775,817,624,871,831,750,625,383,272,187,118,75,48,18,1,1,1,0,0,0,0,0,0,,10177,897
15/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,337,579,671,754,522,680,881,984,922,985,966,687,548,548,395,179,101,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10866,985
16/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,107,531,396,256,126,213,192,293,362,322,380,322,346,274,206,177,129,69,25,16,0,0,0,0,0,0,0,0,0,,4778,531
17/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,213,377,368,595,556,480,430,277,279,289,243,136,92,63,59,47,31,44,11,4,0,0,0,0,0,0,0,0,0,,4655,595
18/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,50,35,47,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,189,50
19/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,395,650,735,813,878,926,961,977,975,955,708,867,646,647,627,515,412,210,110,84,40,14,1,1,0,0,0,0,0,0,0,,13220,977
20/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,171,258,209,208,224,197,146,69,97,0,0,61,271,717,491,293,171,156,106,49,20,8,0,0,0,0,0,0,0,0,0,,4073,717
21/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,158,83,57,148,326,312,469,454,823,906,851,785,711,564,443,268,169,96,69,35,10,1,1,0,0,0,0,0,0,0,,7857,906
22/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,536,722,798,863,909,943,959,957,936,897,847,778,700,612,405,364,284,181,95,47,11,1,1,0,0,0,0,0,0,0,,13011,959
23/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,103,107,129,95,137,140,168,206,461,360,267,230,158,73,48,25,3,0,0,0,0,0,0,0,0,0,,2724,461
24/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,532,615,708,783,788,898,931,784,755,923,861,679,294,394,198,160,96,14,25,14,0,0,0,0,0,0,0,0,0,0,0,,10548,931
25/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,137,159,704,402,385,331,561,519,375,360,297,47,43,244,281,378,264,162,103,69,41,5,1,1,0,0,0,0,0,0,0,,5988,704
26/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,168,406,389,307,421,312,150,47,97,184,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2595,421
27/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,171,278,313,388,767,833,880,781,543,541,633,779,539,744,669,274,127,99,57,22,1,0,0,0,0,0,0,0,0,0,0,0,,9512,880
28/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,288,313,442,588,589,449,634,526,465,652,858,807,264,66,173,131,103,66,3,0,15,3,1,1,0,0,0,0,0,0,0,,7501,858
29/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,414,604,687,575,820,867,777,600,676,660,850,604,376,477,194,117,77,30,18,21,4,0,0,0,0,0,0,0,0,0,0,,9633,867
30/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,150,257,488,724,776,783,567,378,385,394,425,306,197,122,114,74,56,29,7,0,0,0,0,0,0,0,0,0,0,,6283,783
31/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,58,110,163,234,276,403,568,520,480,437,430,750,615,476,463,281,338,182,71,26,9,1,1,1,0,0,0,0,0,0,0,,6893,750
01/09/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,343,548,668,740,802,847,879,845,723,866,829,776,707,630,545,459,303,179,113,75,23,1,1,1,0,0,0,0,0,0,0,,11994,879
02/09/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,309,578,659,732,793,841,871,683,604,860,822,767,700,626,541,453,326,204,103,37,3,0,0,0,0,0,0,0,0,0,0,,11677,871
03/09/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,371,345,136,113,200,231,186,174,169,203,107,83,67,31,46,14,1,0,0,0,0,0,0,0,0,0,0,,2605,371
04/09/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,442,430,461,472,436,488,723,805,645,684,425,433,217,169,56,21,0,0,0,0,0,0,0,0,0,0,0,0,,7315,805
05/09/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,159,367,343,398,680,345,395,251,197,256,239,190,148,123,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,4298,680
06/09/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,183,59,135,127,142,119,124,55,34,7,10,0,0,0,0,0,0,0,0,0,0,0,0,,1024,183
07/09/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,24,0,70,185,161,334,412,277,341,279,136,76,92,50,24,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2498,412
08/09/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,40,115,160,160,363,275,221,222,155,551,305,178,117,64,38,18,0,0,0,0,0,0,0,0,0,0,0,0,,3006,551
09/09/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,79,68,102,153,149,107,173,66,286,324,316,168,141,27,50,31,19,2,0,0,0,0,0,0,0,0,0,0,,2285,324
10/09/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,99,79,175,85,112,210,142,170,422,336,434,361,291,171,24,40,123,76,37,4,1,1,0,0,0,0,0,0,0,0,,3418,434
11/09/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,166,271,347,424,623,545,409,818,812,700,564,538,486,415,128,284,237,52,0,5,0,0,0,0,0,0,0,0,0,0,0,,7876,818
12/09/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,34,34,83,143,274,255,564,660,468,405,327,352,382,274,193,91,42,13,1,1,1,0,0,0,0,0,0,0,0,,4639,660
13/09/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,236,332,481,504,142,23,92,529,476,733,682,414,417,457,253,222,107,49,17,1,1,1,0,0,0,0,0,0,0,0,,6293,733
14/09/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,226,311,290,609,729,784,636,635,613,727,674,606,535,452,366,284,194,89,33,2,2,2,0,0,0,0,0,0,0,0,,8836,784
15/09/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,72,168,323,506,584,650,708,750,776,787,780,757,716,665,599,525,441,360,201,170,44,13,0,0,0,0,0,0,0,0,0,,10599,787
16/09/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,58,137,290,453,459,484,741,768,779,772,749,694,451,205,274,254,142,149,59,11,0,0,0,0,0,0,0,0,0,0,,7937,779
17/09/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,100,266,391,532,425,230,228,573,699,742,701,353,379,183,49,35,4,0,0,0,0,0,0,0,0,0,0,0,0,,5940,742
18/09/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,77,29,42,169,207,254,322,355,338,43,94,489,274,411,127,299,281,87,98,11,0,0,0,0,0,0,0,0,0,0,,4032,489
19/09/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,36,115,172,254,208,155,170,138,205,326,300,156,101,121,11,12,10,14,0,0,0,0,0,0,0,0,0,0,0,0,,2520,326
20/09/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,29,84,72,150,79,71,97,101,136,179,133,113,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1278,179
21/09/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,178,272,348,415,574,704,498,649,455,665,667,355,138,130,223,130,40,15,0,0,0,0,0,0,0,0,0,0,0,,6492,704
