at,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,,,
24/01/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25.6,23.6,41.8,35.8,32.7,51,55.4,83.6,76,32.4,25.4,36,25,35,57.4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
25/01/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,32,54,67,21,21,88,123,169.4,298,41,96,23.6,22.5,51.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
26/01/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12.8,17.2,21,23,22.2,27.2,32.6,41.6,38,32.8,31,21.4,21,13.2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
27/01/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6,18.6,24.4,19,72.8,53.4,51.2,30.2,43.8,39,55.2,44,78.2,64.3,45.5,23.8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
28/01/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,42,51,53,142,197,230,257,267,267,264.6,106,110.8,106.4,81.4,15.4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
29/01/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,23,18,9.4,46,83.6,55.8,82.2,91.2,78.8,79.8,54.8,52.4,27.4,29.3,8.6,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30/01/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,32,72,39,70,185,244,269,278,74,243,86.2,199.4,81.2,20.8,25.6,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
31/01/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.8,26.8,43.2,49.2,32.8,102.8,57.2,35,45.2,27,44.4,64.1,59.8,48.6,25,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
01/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,16.4,23.8,45.8,75.2,55.4,55.8,87.2,119.2,79.4,295.2,198.8,106.4,91.4,86.6,54.2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
02/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,15.2,37.6,87.8,133.4,212,215.2,459.4,431.6,238,295.8,194.8,254.2,164.6,106.6,98.8,58.4,41.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
03/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,31.3,29,36,112.2,159.6,193.2,158.2,84.6,379.4,151,120.4,54.4,85.4,50.2,43,37,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
04/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,8.2,38.8,44,66.2,61.6,80,126.6,173.6,199.8,206,288.8,236.8,129.2,42.4,43.3,19.4,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
05/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,22.6,28,23.8,21,54.6,83,126,396,173,155.2,30.6,59.4,59,47.2,21.4,21.4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
06/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,32,49,35,49,47,47.8,74.2,44.6,52.4,24.4,23.2,37.2,11.2,7.2,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
07/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,62,16,46,209,285,271,286.6,320.6,260,225.6,88.6,180.6,177.8,73.8,64.8,30.8,18.9,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
08/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,49.2,25.4,32.7,52.8,96,18,5.8,81.2,38.6,100.6,50.8,59.6,131.4,48.4,30.6,19.5,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
09/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,22.2,46.8,76.4,104.6,116.6,261,310.6,335.4,166.6,61.6,150.2,222.6,263,251,80.4,32,27.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
10/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,44,34,84,223,158,230.6,141,125.6,104.7,118.6,154.2,469,178.4,317.9,87.8,71,19,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
11/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,47.5,40,167,167,232,283,323,125,401,403,418,102,329,252.2,89,149,33.2,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6,26.2,37.8,75.2,98.4,320.6,383,230,220.5,107,158,144,206,63,88,81,40,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,18.6,25.8,54.8,90.8,90.8,154.4,196.6,164.4,56,84,83.4,168.6,126.2,53.8,44.8,34.4,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
14/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,52.8,76,109,163.4,173.6,121.8,284.4,352,388,254.4,151,295.8,220.6,144.4,126.2,129.6,45.8,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
15/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,25,44,118,199,262,318,362,388,403,432,396,387,318,255,209,164.5,42,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
16/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,19.8,30.8,49.2,121.8,207.6,262.4,318.2,357.8,395.2,318.4,302.3,316.2,199.4,316.4,200.8,115.4,67.6,36.3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
17/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,17.2,33.8,39.6,45,54.8,57.2,70.8,77.8,95.2,118.2,92.8,60,14.8,55,40.6,22.2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
18/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,23,53,139,220,285,338,376,401,424,432,221,376,51,113,213,134,60,16,5,0,0,0,0,0,0,0,0,0,0,0,0,,,
19/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,19.8,52.4,134,174.4,203.2,410.8,245.6,281,487.6,204.5,145.4,148.2,175.4,108.8,52,63.8,56,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
20/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,26.8,59.6,71.4,149.4,52.4,50.2,48.2,53,50.2,32,43.6,43,67.6,61.8,45,27.8,31.4,18.4,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
21/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29.6,81.2,96.8,125.4,122.8,94.8,76.6,68.2,62.2,116.8,108.8,126.8,121,138.8,88.2,25,26.6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
22/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,11,40,45.2,34.2,50.2,99.2,240,242.4,260.6,237,227.2,274.8,271.4,163.2,233.2,135,46.8,25.8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
23/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,32.6,78.4,74.6,259,275,197,95.6,134,189.5,293.7,256.6,149.2,136,191.4,253.5,241.2,224.4,86,23,7,0,0,0,0,0,0,0,0,0,0,0,0,,,
24/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,27.6,39.8,104.2,188.8,231.6,279.6,371,422,424,462,471,489,424,374,343,250,172,95,26,8.6,0,0,0,0,0,0,0,0,0,0,0,0,,,
25/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,21.4,35.2,109,195,276,337.2,394,476,287,203.6,190.6,204.4,177.4,111.4,95.2,67.4,54,34.4,14.5,1,0,0,0,0,0,0,0,0,0,0,0,0,,,
26/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,19,32.6,62,51.6,147.4,137.6,82.8,77.6,43.4,118.6,121.4,143.2,329,229,169,123,90,74,32,7,0,0,0,0,0,0,0,0,0,0,0,0,,,
27/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,30.4,51.2,64.4,103.8,114.8,161.6,305,305.6,434.2,178.2,161.8,193.6,324.2,222,130.1,216,112,89.6,45.4,11.4,0,0,0,0,0,0,0,0,0,0,0,0,,,
28/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4,65.6,101,137,198.4,261,413.6,278.6,395.4,485.2,165.4,401.6,106.8,126.2,87.4,72.6,116.6,89.4,42.4,39.2,14,0,0,0,0,0,0,0,0,0,0,0,0,,,
29/02/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,35,84,162,227,276,339,299,345.3,352.8,356.2,308,237.6,234.6,250.8,236,198.8,98.2,61.6,23.8,7,0,0,0,0,0,0,0,0,0,0,0,0,,,
01/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,18.2,39.5,67,83,72,67,51,109,178,172.5,171,146,70,104,84,84,66.8,79.8,45,15,0,0,0,0,0,0,0,0,0,0,0,0,,,
02/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,7.2,49.6,89,39.2,124.6,121,132.6,518.6,173,290.6,201.8,342.2,353.2,470.7,81,130,128,33,19,21,0,0,0,0,0,0,0,0,0,0,0,0,,,
03/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18.8,25.6,42.2,41,65,124.4,317.4,207.4,231.4,270.4,622,491.4,229.6,159,119.6,339.2,203.4,79.8,48.8,13.2,5,0,0,0,0,0,0,0,0,0,0,0,0,,,
04/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,30,76.3,201.4,120.4,414.6,300.2,234.2,177.2,259,298,389.6,616.6,139.2,200.2,209,146.6,83,42.4,25.6,13.2,0,0,0,0,0,0,0,0,0,0,0,0,,,
05/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,17.7,13.2,102.3,245.5,215,260.2,253.6,229.6,188.7,119.2,605,610,178,213,439,144,328.8,77.8,92.6,31,12,1,0,0,0,0,0,0,0,0,0,0,0,,,
06/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,42,60,95,151,121.6,179.8,168.8,157.8,282.6,249.8,109.6,196,111,216.8,206,281.4,171,70.8,61.2,43.2,15.6,0,0,0,0,0,0,0,0,0,0,0,0,,,
07/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22.6,91.4,113.2,157.2,190.6,214.6,321.8,476.6,470.6,198.2,606.4,409.8,654,568,498,419.4,342.8,259,174.8,85.2,18.4,0,0,0,0,0,0,0,0,0,0,0,0,,,
08/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29.6,32.2,81.8,129,150.2,261.2,211.8,191.2,245.8,202.4,154.2,146.8,190.6,114.2,174.4,254.3,151.2,66.6,39.6,42,20.1,0,0,0,0,0,0,0,0,0,0,0,0,,,
09/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,28,60,83,60,76,95.6,77.8,74.4,111.8,93.2,102.4,88.2,84.6,79,62.4,34.8,32.8,34.2,22.2,6.2,0,0,0,0,0,0,0,0,0,0,0,0,,,
10/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,49,81,97,146,156,184,168.8,186.6,181.8,195,154.2,147.2,111.2,165.4,149.6,60.6,97.6,48.8,23.4,8.2,0,0,0,0,0,0,0,0,0,0,0,0,,,
11/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,36.6,85.2,160.8,219.8,295,362.4,448.2,507.4,180.8,187.2,169.6,181.2,413.4,162.6,108.8,63.8,117.2,126.8,99.6,51.2,16.4,0,0,0,0,0,0,0,0,0,0,0,0,,,
12/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,76,158,168.8,350.8,382,361.4,378,305.2,347.8,373.6,326.8,259,277.8,327.2,223.2,241.8,212.4,140.4,125.7,66.6,16.8,0,0,0,0,0,0,0,0,0,0,0,,,
13/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,43.4,77.4,98,150.8,225.8,296,330,399,489,541,543,552,540,494,496,455,420,341,284.6,192,106.4,41.2,9.6,0,0,0,0,0,0,0,0,0,0,0,,,
14/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,26.2,65.2,77,111,289,395.8,164.8,269.2,226.8,579.6,590.2,564.4,555,541.2,515.2,466.2,409,356.6,290,208.8,128,46,11,0,0,0,0,0,0,0,0,0,0,0,,,
15/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,26.8,53.6,120.8,152,139,158.8,282.4,425.6,693.6,576.4,317.4,667.2,205.8,246.4,293.8,165.4,96.4,86.4,46,33.2,27.4,17.6,0,0,0,0,0,0,0,0,0,0,0,0,,,
16/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,9.4,33,41.8,38.7,71.6,157,151.9,591.2,619.4,604.8,158.2,194.2,786.4,351.8,289.2,288,190,195,169,90,174,51,14,0,0,0,0,0,0,0,0,0,0,0,,,
17/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,33,58.4,102.9,178.6,262,340.2,429.2,492,520.8,551.6,575.6,557.6,563.8,553.2,523,462.6,419.2,365.4,290.2,199.2,122.6,54,13.4,0,0,0,0,0,0,0,0,0,0,0,,,
18/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,34.4,67.8,76.2,80.8,75.6,120,132.8,112.9,124.2,96.6,101.6,83,77.6,79.2,95.2,115,89,72,47.4,32,17.6,8.6,0,0,0,0,0,0,0,0,0,0,0,0,,,
19/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,22.2,40.4,53.4,89.4,117.4,119.2,125.2,122.2,148.2,200.8,154.6,86,148.4,84.2,141.2,135.8,99.2,95,57,27.4,15.2,7.4,0,0,0,0,0,0,0,0,0,0,0,,,
20/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,49,49,51,62,125,109,163,147.5,172,167,163,174,188,169,153,186,339,95,63,69,26,0,0,0,0,0,0,0,0,0,0,0,,,
21/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,38.6,50,121.8,208.5,288,378,459,504,580,619,475,490,744,199,612,564,234,271,357,105,26,35,9,0,0,0,0,0,0,0,0,0,0,0,,,
22/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,31,52.8,76.6,110.2,144,163.4,191.4,200.4,212.5,205.2,175.2,175.6,271.8,258.6,268.4,257.4,229,150.2,105.8,70.8,48.2,23,10.6,0,0,0,0,0,0,0,0,0,0,0,,,
23/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26.5,56,91,127,169,214,223,246,294,322,308,329,283,367,227,381,123,366,293.6,233.8,151,73.8,7.4,0,0,0,0,0,0,0,0,0,0,0,,,
24/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,69,58,108.8,108.8,109.2,217.2,160.6,152.6,165.6,150.8,210,226.4,138.6,65.4,83.6,55.6,38.2,54.3,32.2,23.4,13,5,0,0,0,0,0,0,0,0,0,0,0,,,
25/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,26.8,53.4,153.6,257.4,351.6,433.8,502.6,559.8,605.4,640,664.2,310.2,795,635,567.7,588.4,408.6,444.8,336,281.4,138.2,102.8,30,0,0,0,0,0,0,0,0,0,0,0,,,
26/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,15.6,36.8,41,32,54,63.7,115.6,115.4,198.2,213.2,201.8,285.8,90,49.9,40,38,31,25.2,84,36.7,12.2,9,9,11.4,0,0,0,0,0,0,0,0,0,0,,,
27/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32.2,86.2,84,10.6,44.6,382,431.4,233.4,594.6,684.2,783.8,588.2,666.4,136.4,677,645,566,232.3,443.2,499.8,249.2,142.2,50.2,7,0,0,0,0,0,0,0,0,0,,,
28/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,30,80.2,147.2,232.2,216.8,263,324.2,269.8,571.8,689.6,409.4,646,284.2,714,570.6,398,615.6,519.8,243.4,93.8,84.4,47,16,12.4,0,0,0,0,0,0,0,0,,,
29/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,76,148,18,111.5,383.7,482.4,588.6,368.8,568,565.8,405.6,341.8,435.6,100.6,40.4,40.8,172.6,141.6,19.8,73.4,149.4,121.4,50.4,5.8,0,0,0,0,0,0,0,0,,,
30/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,26.8,45,100.4,193.2,269,317.2,274.2,237,826.5,603,928,867,814,807,664,578,489,411,339,327,163,160,91,39,14,0,0,0,0,0,0,0,0,,,
31/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,19.8,28.8,96.8,206.4,305.8,402,484.8,551,609.6,117.6,728.8,154,425.4,214,283.6,138.8,386.6,141,97.4,407.8,182.8,58,25,46,9,0,0,0,0,0,0,0,0,,,
01/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,41.1,118.6,112.4,224.8,230.6,263.8,468,476.4,280.2,243.8,307.4,251,274,503.4,427.8,455.4,274.6,276.6,136,94.8,94.6,43.6,42,26.8,7.4,0,0,0,0,0,0,0,0,,,
02/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,32,40,62,200,237,225,417,728,686,687,693,703,700,673,631,585,538,454,392,248.8,77.4,109.6,54.2,0,0,0,0,0,0,0,0,0,,,
03/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,73.2,126.4,196.1,125,197,367.6,463,292,347.6,217,180,355.8,875,216.2,381.8,295,249,316.8,204.6,149.8,109.8,86.2,45,13.2,0,0,0,0,0,0,0,0,0,,,
04/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,51.6,55.4,80.6,182,157.8,212,143.8,213,744,213,100,84,67.6,246.6,432.2,492.6,317,171.8,176,219.6,198,76,63.8,196.6,29.4,0,0,0,0,0,0,0,0,,,
05/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,31.2,53.8,100.2,67.4,330.5,206.2,599.8,689.4,630.8,749,830.4,858.4,744,811.8,701,719,250,559,566,489,339,253,153,63,14,0,0,0,0,0,0,0,0,,,
06/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,41.2,76.4,88.8,193.6,206.8,364,260,684,178.8,341.6,356.8,682.2,654.4,658.8,618,751.8,689.6,615.4,132.4,422,147.2,57.2,127,72,17,0,0,0,0,0,0,0,0,,,
07/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,67,54,84,99.8,103.8,112.6,181.8,233.8,199,169,279.6,144.4,199,179.4,305.6,210.8,284.4,656.8,238.2,247.9,184,253.8,96.8,29.6,16.4,0,0,0,0,0,0,0,0,,,
08/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,35,62,144,197,254.5,250,561,130,222.6,400,564.8,300.2,495.8,112.4,486,423,429.6,407.4,342,380,221.6,140.2,77.6,40.6,30.7,0,0,0,0,0,0,0,0,,,
09/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,33,69,169,281,459,192,399,160,102,121,255,468,364,230,234,46,30,218,714,113,146,317.2,190.8,106.8,27,0.5,0,0,0,0,0,0,0,,,
10/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,26.2,30.8,70.4,189,255.8,364.6,231.8,324.6,527,466.8,509.2,495.6,460.6,329,369.2,478,418.2,473.2,236.2,433.4,281.6,160.8,33.6,9,7,9,0,0,0,0,0,0,0,0,,,
11/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11.4,19,31.4,51.6,49.2,48.4,65.2,37.4,25.2,66.8,100.2,230,171,126.8,256.6,296.2,374.8,162.6,178.8,123,108.6,150.1,99,64.6,19.8,0,0,0,0,0,0,0,0,,,
12/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,33,61.8,103,132.2,202.1,277,304,339,578,350,283,63,311,494.2,602.8,350.8,616.6,372.6,443.8,182.2,179.4,411,304.1,187.8,102.2,17.6,0,0,0,0,0,0,0,0,,,
13/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,36.2,97.8,128,309.4,425.4,576.2,492,532.6,624,691.8,751,751.8,783,612.2,843.6,330.2,752.2,742.8,162.8,386,198.8,135.8,57.6,29.6,2.8,0,0,0,0,0,0,0,0,,,
14/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,16.6,63,63.4,260.8,271.6,297.2,312.4,472.8,765,765,814,279,320,783,612.2,843.6,330.2,752.2,742.8,162.8,386,198.8,135.8,57.6,29.6,2.8,0,0,0,0,0,0,0,0,,,
15/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,56,62,120,155,301,163,436,127,246,176,93,147.6,212.8,272.4,265,245.8,127,178.8,166.4,119.6,63,86.3,67.6,27.2,15,0,0,0,0,0,0,0,0,,,
16/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4,58,48,83.8,122.6,163.6,139.6,220.2,273,267,373.2,332,230,355,410,946,190,206,237,612,527,531,128,40,158,39,7,0,0,0,0,0,0,0,,,
17/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,21,33,127.4,235,338.6,437.4,530.4,336.5,447.4,409.8,813.8,804,940.6,899.6,835.6,197,244.8,676.8,149,114,545.2,468.2,313.2,212,90.2,51,8.2,0,0,0,0,0,0,0,,,
18/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8,24.8,98,35.6,52.2,56.2,110.8,148,191.2,245.6,275.2,301.4,255.2,320.4,391.7,252,665.8,826.2,496.6,746.6,618.6,393.2,165.4,127.2,81.2,53.8,18.6,4,0,0,0,0,0,0,0,,,
19/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,51,95,148,190,272,320,297,298.5,223,283.2,368,395.4,536.8,314.6,316,331.4,328.8,360,518.4,478.8,396,303.2,210.2,116.8,43.6,11.4,0,0,0,0,0,0,0,,,
20/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0.9,14.8,25.4,48,148.6,262.2,359.4,472,584,619.9,664,696.6,738.2,732,735.4,732.8,671.8,761.8,727.4,680.8,593.8,540.2,452,371,279,181,93,46,12,0,0,0,0,0,0,0,,,
21/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,4.5,29.6,47.8,63.8,64.6,103,83.3,135,285,244,462,315,689,580,387,427,316,406,279,443,218,148,195,118,60,63.9,68,22,5.4,0,0,0,0,0,0,0,,,
22/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,33,42,37.8,63.2,86.8,85.8,116.4,107.6,130.2,181,114.8,128.4,176.8,142.8,119,144,152,147.8,162.4,95.6,100.6,83.8,34.4,40,25.8,21,4,0,0,0,0,0,0,0,,,
23/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,4,17.6,27.6,59.4,163.2,251.6,334.4,558.8,594.4,228.2,895.2,422.8,846.8,339.4,594.2,294.4,383.4,619.8,790.8,239,534.8,173.2,369.4,381.6,96,124.2,87.8,31,10,0,0,0,0,0,0,0,,,
24/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,26,76,169,279,241,425,402,652,724,679,701,882,271,332,949,262,429.2,529.4,447.6,102,76.4,273.8,191.8,169,61.2,80.2,39.8,13.6,0,0,0,0,0,0,0,,,
25/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27.8,36,58.3,124,136.8,262,245,191.2,370.8,370.4,259.2,203.8,425,1215,260,413,353,346,227,72,76,79,113,54,74.5,102,32,0,0,0,0,0,0,0,,,
26/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,7.8,19,30.4,77.2,183,292.4,440,390.4,507.8,207.2,715.2,277.6,271,148,162,888,905,325,784,1016,118,97,686,88,369,128.6,26,56.8,9.6,0,0,0,0,0,0,0,,,
27/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,9.4,19.4,26.4,72.2,195.8,297.8,133,492.6,658.8,194.8,201.3,846,146,225,865,958,1053,213,332,381,819,269,211,134.5,248,137.2,162,43.8,18.2,1,0,0,0,0,0,0,,,
28/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,12.2,30.2,43.2,125,189,225.4,389.6,582,159.6,267.8,813.8,200.2,169.4,380.8,246.2,434.8,252.2,343.3,159.8,112.2,122.8,202.4,36.6,126.7,124,121,97,42,12,0,0,0,0,0,0,0,,,
29/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,7.8,41.2,46.6,80.4,200,295,415,100,582,227,744,740,346,930,930,731,965,114,857,774.2,751,673.6,565.4,495.4,388.8,98.8,221.4,98,16.8,2,0,0,0,0,0,0,,,
30/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,9,19,30,113,209,124,456.6,395.2,575.8,659.6,230,511.2,243.2,335.4,833.4,255,290,169,893,429,137,23,698,480.8,98.2,67.8,44,80.2,12.4,0,0,0,0,0,0,0,,,
01/05/2016,0,0,0,0,0,0,0,0,0,0,0,0,13.2,45.4,80.2,127.4,241,279.8,416.2,414.6,385.8,345.6,512.8,521.8,474,703,495,485.2,465,359.6,410,427.6,236.8,120.4,74.4,169.4,54.4,39,39.2,8.6,0,0,0,0,0,0,0,0,,,
02/05/2016,0,0,0,0,0,0,0,0,0,0,0,0,5,26,86,155,171,140.2,218.2,178.4,378.8,220.8,246.2,459.2,188.8,169.8,115.6,239.8,82.6,91.4,188.6,121.8,210,337.2,193,477,378.6,294.6,178.6,85,38.8,6.2,0,0,0,0,0,0,,,
03/05/2016,0,0,0,0,0,0,0,0,0,0,0,0,12.4,23.6,44.2,168.2,233,327.6,416.6,428.8,593.4,302.6,343.5,350,763,229,844,838,905,795,229,359,666,573,510,439,362,113,153,102,42,9,0,0,0,0,0,0,,,
04/05/2016,0,0,0,0,0,0,0,0,0,0,0,0,13.6,25.8,42.6,130.8,233,330.4,431.2,509.4,377.6,632.2,723.2,674.6,778.4,789.2,799.8,806.6,512.6,723.6,744.6,704.8,669.2,588.6,513.2,453.2,372.8,270.8,199.2,94.4,31,6.2,0,0,0,0,0,0,,,
05/05/2016,0,0,0,0,0,0,0,0,0,0,0,0,14.4,26.4,43.8,140.6,264.7,361.8,396,510,587,657,626,744,794.5,819,877,817.6,704.2,739.2,632.4,680.6,627.4,561,493.2,455.8,330.6,215,94.2,71.4,25.6,6.2,0,0,0,0,0,0,,,
