at,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
17/02/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49E-06,0.001385918,0.014236337,0.036155544,0.070478765,0.126404315,0.180840388,0.218875678,0.266263421,0.270031137,0.297151915,0.313348267,0.312552117,0.309838518,0.319746069,0.273908917,0.209821758,0.149332349,0.101227982,0.041813863,0.007927506,0.002000228,1.23E-06,0,0,0,0,0,0,0,0,0,0
18/02/2017,0,1.24E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38E-06,0.001061669,0.008210396,0.015256594,0.033875136,0.052756312,0.066253882,0.09839561,0.118103357,0.145804251,0.181631633,0.204603406,0.239326267,0.249687122,0.293769512,0.297633657,0.237076043,0.165175661,0.085620402,0.029601317,0.003038316,0.001808541,8.14E-07,0,0,0,0,0,0,0,0,0,0
19/02/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53E-05,0.001894669,0.015777904,0.032874946,0.058176057,0.077416222,0.099198899,0.118741238,0.134872799,0.135033056,0.141010373,0.151366666,0.155805384,0.146195545,0.119607188,0.086577464,0.064796286,0.048884008,0.026672539,0.01314166,0.002161337,1.26E-05,0,0,0,0,0,0,0,0,0,0,0
20/02/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67E-05,0.001538747,0.016752044,0.028615594,0.06142004,0.083553591,0.089836519,0.094047567,0.096582438,0.11130196,0.123458964,0.122255494,0.118904541,0.110989624,0.092959092,0.064107742,0.07685293,0.063989677,0.031603798,0.015101596,0.004720143,0.001206664,0,0,0,0,0,0,0,0,0,0,0
21/02/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.17E-06,0.001161903,0.010288483,0.021297477,0.035101627,0.044895781,0.058458768,0.08741392,0.098627607,0.105442437,0.117033841,0.112486145,0.105018586,0.100498227,0.092317836,0.059411817,0.057642938,0.042949986,0.024763962,0.009152155,0.001174357,0.00018311,7.85E-06,0,0,0,0,0,0,0,0,0,0
22/02/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97E-05,0.001301247,0.011929107,0.019605733,0.03648381,0.055800598,0.066673678,0.07126299,0.086051278,0.103611622,0.099151033,0.117635995,0.106316196,0.089097361,0.087687843,0.07168339,0.057601926,0.043464805,0.032998551,0.014644032,0.001639818,0.000144568,0,0,0,0,0,0,0,0,0,0,0
23/02/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95E-05,0.007045909,0.02835752,0.070622483,0.12763085,0.137188942,0.23175323,0.2819228,0.29647148,0.378059585,0.455338483,0.492491321,0.463146104,0.410089743,0.348037908,0.255559926,0.215495386,0.133983289,0.092570902,0.046769665,0.008367254,0.001470235,9.70E-05,0,0,2.68E-06,0,0,0,0,0,0,0
24/02/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000984785,0.030364556,0.112514642,0.231034325,0.310426187,0.4401757,0.542421089,0.580723053,0.530447391,0.5223848,0.461049479,0.434064801,0.43743562,0.41963283,0.384678598,0.365068421,0.291552028,0.192678403,0.120458614,0.067329723,0.008430418,0.001452187,6.70E-06,0,0,0,0,0,0,0,0,0,0
25/02/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48E-05,0.003123106,0.012656456,0.021387643,0.031689505,0.051415716,0.094793232,0.119881052,0.146136607,0.101377762,0.061349084,0.035506493,0.037055718,0.039224373,0.038797801,0.03120427,0.024132842,0.017100406,0.009162459,0.00435969,6.30E-05,4.27E-06,0,0,0,0,0,0,0,0,0,0,0
26/02/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000195088,0.006073764,0.024648789,0.048983931,0.069648234,0.085692967,0.099817353,0.099565807,0.081730515,0.073902866,0.086138345,0.109152066,0.118116087,0.1640291,0.156361209,0.1291682,0.053675778,0.027209146,0.012352063,0.004752337,0.001081235,0.000431645,2.02E-06,0,0,0,0,0,0,0,0,0,0
27/02/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000402543,0.006411301,0.025214092,0.049523235,0.041953013,0.046686019,0.07417018,0.12898177,0.227128543,0.180102074,0.126646022,0.097125487,0.182609836,0.276170153,0.285338791,0.162093207,0.210401011,0.26316205,0.111831444,0.030846051,0.00721672,0.000228627,4.82E-06,6.23E-06,0,0,0,1.88E-06,0,0,0,0,3.79E-06
28/02/2017,0,0,0,0,0,5.03E-06,0,0,0,0,0,0,0,0,1.43E-06,0.004856646,0.066149845,0.190409722,0.288011381,0.30488098,0.394390301,0.332780948,0.197354954,0.108790039,0.158791805,0.249918664,0.193336453,0.089851451,0.158359074,0.225440076,0.227244082,0.205850905,0.162171018,0.094966319,0.06272095,0.011984078,0.005299538,0.000363546,0,0,0,0,0,0,0,0,0,0
01/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34E-06,0,0.00119094,0.012619088,0.026949703,0.0458873,0.074564977,0.10816044,0.142735941,0.193504515,0.191930889,0.170720158,0.166984709,0.147245012,0.140089442,0.135683022,0.120828209,0.083833821,0.06943609,0.074255157,0.051513493,0.027705858,0.006354009,0.000972562,3.27E-05,0,0,3.66E-06,5.99E-07,0,0,0,0,0,3.81E-06
02/03/2017,0,0,0,0,0,0,3.68E-06,0,0,0,0,0,0,3.98E-06,1.56E-05,0.004527223,0.028608708,0.065883801,0.11771551,0.238572329,0.396132226,0.495015351,0.580376097,0.603425328,0.655647216,0.608314889,0.626683213,0.631604085,0.569079359,0.540138437,0.505736622,0.395184849,0.270216,0.161325287,0.0716562,0.010817035,0.002553917,0.000177941,0,0,4.28E-06,0,0,0,0,0,0,5.27E-06
03/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86E-05,0.00115582,0.006922529,0.01356789,0.020045306,0.025075394,0.028423675,0.038054434,0.037690279,0.040418528,0.042652918,0.048009525,0.060482101,0.068194576,0.091207317,0.083277881,0.081721196,0.064748246,0.032454453,0.011295595,0.000656819,1.96E-05,9.60E-06,0,0,0,0,4.21E-06,0,0,0,2.56E-06,2.31E-05
04/03/2017,0,0,0,0,0,0,0,4.51E-06,0,0,0,0,0,0,5.23E-06,0.00313831,0.022910565,0.108801665,0.253219419,0.390555876,0.487352853,0.514175385,0.525573466,0.467224638,0.431828753,0.419505297,0.368485095,0.313112358,0.292152841,0.244515548,0.180539728,0.142796978,0.153138509,0.093183793,0.06179174,0.013134216,0.001575381,7.51E-05,0,0,0,0,3.22E-06,0,0,0,0,0
05/03/2017,0,0,0,0,0,0,0,4.62E-06,0,0,0,0,0,0,0,0.000131352,0.00831831,0.072707481,0.173840096,0.228727208,0.269917403,0.240103837,0.327680496,0.425558285,0.339704448,0.369712928,0.412615987,0.451561828,0.472532133,0.356151903,0.157474428,0.15474736,0.089155615,0.063593125,0.028709638,0.015129992,0.005281273,0.000384775,2.29E-05,0,4.17E-05,0,0,4.96E-06,0,0,0,0
06/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,5.52E-06,0,2.97E-05,0.002393438,0.025307345,0.064509837,0.140420123,0.233128232,0.278110112,0.302840637,0.273022595,0.266947517,0.268604413,0.252188138,0.230666933,0.212395955,0.203798382,0.216728227,0.238229456,0.225534148,0.194872559,0.154335194,0.094675572,0.039010511,0.006918785,0.001096065,2.30E-05,0,4.89E-06,3.72E-06,0,0,0,0,0,0
07/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23E-05,0.00736317,0.049916575,0.103288315,0.16312586,0.196252067,0.324845475,0.410071131,0.348315748,0.517093688,0.647120035,0.568592097,0.46252473,0.382307408,0.318136707,0.323902727,0.312559871,0.29608549,0.21927684,0.103327172,0.048495942,0.014003471,0.003240098,0.001027711,3.56E-05,3.62E-05,6.96E-06,0,2.73E-06,0,0,0,4.35E-06,0
08/03/2017,0,3.86E-06,0,0,0,0,0,0,0,0,0,0,0,0,0.000125509,0.00090339,0.007287195,0.017919005,0.043564626,0.085417473,0.118407389,0.198174957,0.282728841,0.358117083,0.264346393,0.213067847,0.196144135,0.152877637,0.124802686,0.110940616,0.081603668,0.062911489,0.048030489,0.040349757,0.037733156,0.016206854,0.001189225,0.000219384,0,2.64E-06,1.21E-05,0,0,0,0,0,0,0
09/03/2017,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,2.70E-06,4.44E-06,4.17E-06,0,0.000559746,0.014195086,0.063885562,0.131897419,0.194626085,0.251908372,0.315092568,0.408066476,0.473811539,0.538025396,0.635015038,0.632731008,0.67120781,0.645638488,0.611382464,0.570581296,0.42647859,0.208700783,0.164718996,0.122006128,0.069183086,0.030363871,0.004964133,0.001456209,0.000102425,1.24E-05,2.04E-05,0.000331167,6.83E-05,0,0,NaN,NaN,NaN
10/03/2017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,3.65E-06,0.000123337,0.006790146,0.018525369,0.037346217,0.062378808,0.07820039,0.103572506,0.160688195,0.186767146,0.225231545,0.22697384,0.230065526,0.246717047,0.258729466,0.238544563,0.212789554,0.199934935,0.181585019,0.1671018,0.112961327,0.05914153,0.023553506,0.002971985,0.000395862,3.22E-05,0,3.44E-05,6.50E-05,0,6.81E-05,0,NaN,NaN,NaN
11/03/2017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,1.55E-06,1.91E-06,2.47E-06,0,0.00039819,0.016133518,0.052688963,0.088824254,0.11714101,0.117653998,0.126652795,0.170151188,0.214757611,0.264719155,0.294008704,0.236356691,0.255451793,0.233111043,0.193073618,0.164175782,0.167829662,0.149788898,0.105462382,0.06514563,0.037800931,0.024812805,0.004927157,0.000908187,0.000458042,0.000395841,7.13E-05,1.96E-06,1.82E-06,1.11E-05,0,NaN,NaN,NaN
12/03/2017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,3.71E-06,1.44E-05,0,0.000215954,0.004592246,0.01920009,0.033629435,0.054219565,0.080483752,0.127438697,0.185642918,0.219354307,0.255792823,0.315716459,0.319180853,0.304297659,0.237289486,0.196856976,0.15885755,0.12815929,0.088384477,0.05887273,0.042426232,0.028840877,0.014630299,0.005826984,0.000143098,0.000304745,4.37E-05,0,7.31E-05,4.60E-05,1.40E-05,0,NaN,NaN,NaN
13/03/2017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,6.07E-06,0.005193637,0.042304847,0.102368209,0.147385363,0.203381757,0.324771511,0.434144436,0.512238101,0.598987448,0.652156822,0.704293042,0.690837424,0.680871659,0.621355655,0.558432773,0.446570291,0.358575564,0.235855998,0.177026633,0.111011929,0.046602331,0.02465052,0.004411872,0.000452084,0.000373679,4.28E-05,0.000178669,0.000205581,0,0.000118563,0,NaN,NaN,NaN
14/03/2017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,2.29E-06,2.30E-06,4.00E-06,0.000849386,0.007211637,0.021938707,0.043573551,0.077022505,0.11949382,0.195052645,0.333979931,0.392307863,0.331399384,0.259437901,0.20895991,0.198351183,0.191963733,0.207971719,0.200077699,0.228420683,0.19663333,0.104435565,0.057271429,0.037724612,0.021585391,0.007194189,0.000123774,0.00065736,0.00010583,0.000603499,0,0.000141667,3.88E-05,0,NaN,NaN,NaN
15/03/2017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2.79E-06,0,0.001928914,0.019443561,0.044106859,0.062941469,0.078313325,0.110891103,0.156863721,0.21260616,0.266285132,0.381149524,0.451950736,0.539280537,0.562589656,0.586739214,0.564757592,0.53871409,0.50418117,0.413977048,0.334026394,0.228879505,0.146473514,0.092464891,0.019746608,0.000711155,0.000341548,0.000263963,3.88E-05,7.42E-06,0,5.92E-07,0,NaN,NaN,NaN
16/03/2017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1.45E-06,0,0,3.39E-06,0.000122119,0.000442602,0.007682068,0.021969568,0.034771601,0.045971212,0.059541709,0.068734723,0.081619572,0.097030626,0.103231814,0.119617626,0.11412994,0.11691478,0.118418739,0.104522481,0.087357923,0.079913476,0.081924115,0.068583503,0.048063193,0.038275143,0.017688744,0.00215326,NaN,0,0,9.51E-05,1.46E-05,1.83E-05,3.62E-05,0,NaN,NaN,NaN
17/03/2017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,3.83E-06,0,0.000102629,0.007982687,0.08297191,0.11015424,0.115245309,0.207952458,0.252457809,0.314815556,0.35306152,0.288355129,0.284215735,0.314154242,0.32460031,0.305468672,0.294076453,0.191384217,0.195748391,0.176355472,0.113129279,0.100335865,0.071383849,0.033593107,0.016906682,0.002675097,0.000366219,1.03E-06,0.000110862,0.00013079,1.75E-06,0,3.91E-06,0,NaN,NaN,NaN
18/03/2017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,2.62E-06,7.18E-06,6.61E-05,3.47E-06,0.000100404,0.001761875,0.007581189,0.021493965,0.040026116,0.06823274,0.103297933,0.11955595,0.112844775,0.104100868,0.118992591,0.135842375,0.14968438,0.124768885,0.101828704,0.106556091,0.101188928,0.112401549,0.072587782,0.055829088,0.035631348,0.029866503,0.025276531,0.005895556,2.24E-05,1.41E-05,6.24E-05,4.10E-06,0.000329965,0.000221003,4.74E-05,0,NaN,NaN,NaN
19/03/2017,NaN,0,0,1.94E-06,0,0,0,0,0,3.66E-06,0,0,0,3.51E-06,0.003741625,0.017924951,0.029511612,0.035102505,0.045173464,0.061785412,0.07526299,0.102267799,0.179736451,0.225582942,0.231481079,0.204513527,0.165149494,0.127576778,0.091648325,0.092935314,0.082198339,0.067468748,0.053251206,0.03929945,0.034290871,0.015893211,0.003926577,3.59E-05,0,6.73E-05,0,0,0,1.49E-05,2.75E-06,0,2.11E-05,0
20/03/2017,2.07E-06,0,0,0,0,0,0,0,0,0,0,0,0,3.76E-06,0.000262537,0.008072927,0.027833814,0.065307296,0.092328584,0.082514951,0.087529928,0.100293232,0.104138863,0.112081822,0.072884164,0.116933158,0.09095953,0.120247236,0.216276954,0.265255999,0.270513477,0.274788925,0.253776486,0.230888011,0.17463918,0.116893572,0.03837972,0.00453467,0,0.000241094,0.000281243,3.89E-06,0,0,0,0,0,2.16E-06
21/03/2017,0,0,0,0,0,0,4.09E-06,0,0,2.07E-06,0,0,0,4.71E-05,0.0285487,0.09241517,0.151978193,0.198600396,0.289942575,0.370618471,0.439329508,0.518264867,0.501690771,0.555043375,0.566008285,0.481238888,0.48233916,0.433219828,0.441159579,0.409654214,0.35849486,0.259755989,0.153214956,0.122774595,0.072612432,0.032246432,0.013768136,0.000389584,3.92E-06,0.000379715,0.000337934,0,0,0,0,0,3.07E-06,0
22/03/2017,0,0,0,0,0,0,0,4.25E-05,2.15E-06,0,0,0,0,2.93E-07,0.001348382,0.01897007,0.039078333,0.062195605,0.059202131,0.070020779,0.084264661,0.089429745,0.123809881,0.204156411,0.258453882,0.360634104,0.339322895,0.323892499,0.274931316,0.322960667,0.459113026,0.418335347,0.35784968,0.278104584,0.192349982,0.13281314,0.045116558,0.004321969,0,0,0,0,0,0,0,0,0,0
23/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,7.46E-07,0.000528928,0.006761547,0.015569849,0.033374664,0.047350935,0.052603173,0.069537645,0.140187031,0.216046264,0.208902954,0.230424114,0.229024546,0.230822418,0.194787551,0.18165,0.191315489,0.227890311,0.284905838,0.249259404,0.19514204,0.131175304,0.075761281,0.029502855,0.00282872,0,0.00016072,0,0,0,0,0,0,0,0
24/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000517498,0.0093833,0.020026474,0.038217518,0.07006502,0.102110308,0.164180065,0.215642302,0.234398819,0.217359947,0.180381691,0.224393197,0.234115066,0.29325087,0.306056685,0.384081812,0.418695385,0.397235723,0.338963403,0.237014908,0.153164586,0.095898226,0.041346043,0.006397056,0,0,0,0,0,0,0,0,0,0
25/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377586,0.039522082,0.090421316,0.153409389,0.215310166,0.316323837,0.417590945,0.493918936,0.584648608,0.620857004,0.681238364,0.718790545,0.71486196,0.696050745,0.663843574,0.646947326,0.602893685,0.570693404,0.477037905,0.401063744,0.283515642,0.189720928,0.101831972,0.052284818,0.003194565,0,0,0,0,0,0,0,0,0,0
26/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002893689,0.040677689,0.092833827,0.148322147,0.216442796,0.337293159,0.407178658,0.476199336,0.555989364,0.62626467,0.668564112,0.70280135,0.71615203,0.720311044,0.692445607,0.659786122,0.613397678,0.548787688,0.479611292,0.397147224,0.283732054,0.203759708,0.11992262,0.075782577,0.021225912,2.29E-06,0,0,0,0,8.49E-05,0,0.00018446,2.30E-06,4.19E-06
27/03/2017,3.92E-06,0,0,0,0,0,0,0.000154061,0,0,0,0,1.43E-06,0.002310625,0.015780014,0.028426837,0.043750802,0.06927694,0.102072051,0.120811649,0.151283063,0.180121174,0.214690485,0.241180887,0.313756254,0.377256105,0.44377433,0.545669891,0.572713703,0.521337229,0.478611348,0.409867709,0.33364738,0.237498167,0.150836153,0.075622561,0.026660455,0.01033174,0,0,0,0,0,0,0,0,0,0
28/03/2017,0,0,0,1.79E-06,0,0,0,0,0,0,0,0,3.86E-05,0.004020207,0.030999661,0.082917507,0.114201223,0.162023928,0.207310728,0.191949272,0.205617793,0.270130912,0.375617721,0.48053384,0.526298631,0.488933443,0.460226583,0.448046829,0.309721609,0.203819768,0.194576991,0.164415895,0.154499063,0.11719967,0.081102806,0.046905153,0.011804589,0.000753823,0,0,0,0,0,0,0,0,0,0
29/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000263048,0.010494861,0.017458572,0.029448326,0.045643419,0.059765294,0.063408318,0.102540251,0.110061009,0.094318019,0.062592195,0.072467319,0.074935516,0.0503084,0.046139068,0.04537326,0.048021973,0.063151961,0.067058996,0.054979352,0.038223927,0.03638577,0.016705528,0.004157635,0.001838293,0,0,0,0,0,0,0,0,0,0
30/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,5.43E-06,0.003301367,0.031235378,0.061852983,0.064943121,0.090410955,0.094950426,0.154386074,0.281945915,0.436088641,0.508992317,0.583923311,0.592225973,0.61501805,0.609869283,0.535664626,0.419331077,0.31563906,0.251651643,0.191821737,0.163415365,0.099988534,0.06818046,0.039769489,0.021630434,0.005536262,0,0,0,0,0,0,0,0,0,0
31/03/2017,3.36E-06,0,2.02E-06,0,0,0,0,0,0,2.37E-06,0,0,2.07E-06,0.001516853,0.020900087,0.066037511,0.123335271,0.136518611,0.169713937,0.191420763,0.287640706,0.373576768,0.496625961,0.553780065,0.55578802,0.593284786,0.527846139,0.392743595,0.270914287,0.192879004,0.219897037,0.177729374,0.163902856,0.157797506,0.137905584,0.065445625,0.028305843,0.008534274,7.92E-05,0,3.79E-06,0,0,0,1.34E-06,0,0,0
01/04/2017,0,0,0,0,0,4.78E-07,0,0,0,0,3.83E-06,0,3.34E-05,0.010891506,0.032123504,0.087230266,0.150199069,0.212121333,0.248223014,0.306246942,0.370832323,0.410995603,0.437858264,0.569234766,0.552487386,0.530460565,0.464659807,0.469453631,0.430390956,0.443343475,0.449008407,0.413871626,0.365201595,0.235900615,0.171281277,0.102300781,0.053339234,0.013056019,0.000384244,0,1.77E-06,0,0,0,0,0,0,4.32E-06
02/04/2017,0,4.67E-05,0,4.45E-06,0,0,4.19E-06,0,0,1.29E-05,0,2.31E-06,0.000742393,0.025761523,0.056753118,0.072558766,0.116429572,0.164765231,0.271608374,0.366778544,0.473161945,0.561778401,0.604693484,0.662221942,0.67683585,0.628883614,0.65658664,0.602441412,0.625992755,0.588179828,0.531790186,0.4750536,0.396490699,0.317116499,0.211068312,0.145485688,0.078653306,0.022093256,0.000252266,0.000686135,2.03E-06,2.01E-06,0,0,4.28E-06,0,0,0
03/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,0.002089476,0.02481116,0.075989203,0.115398357,0.196205929,0.252191548,0.353921236,0.448022866,0.515847419,0.536411947,0.587017246,0.636801046,0.630096624,0.61556989,0.564007044,0.561800536,0.503795081,0.443148588,0.371263333,0.287397372,0.197109961,0.145984491,0.091166365,0.056315635,0.026622666,0.009116122,1.18E-06,0,0,0,0,0,0,0,0,0
04/04/2017,0,0,5.99E-05,0,0,0,0,0,0,0,0,0,4.85E-05,0.009879269,0.025476122,0.051046997,0.075900976,0.162138937,0.22829301,0.192533252,0.186569549,0.162444831,0.140198615,0.170940965,0.173482324,0.284956613,0.327884343,0.30531245,0.320053701,0.317396321,0.275259274,0.222351622,0.205015201,0.159912413,0.121112352,0.086320966,0.052237164,0.014308836,2.11E-06,0,0,0,0,5.46E-05,1.94E-05,0,0,0
05/04/2017,0,0,3.01E-06,0,0,0,0,0,0,0,0,0,1.70E-05,0.025982996,0.051856533,0.103581213,0.176347532,0.223357139,0.365703119,0.459931382,0.509891452,0.546342605,0.594407441,0.636874331,0.616075712,0.637797128,0.65605127,0.624769858,0.560120386,0.476022134,0.391398275,0.387846741,0.367140772,0.278426925,0.207218688,0.123570162,0.085895204,0.030245718,0.000380674,0,0,0,0,0,0,0,0,0
06/04/2017,0,0,0,0,0,0,0,0,0,0,0,0,0.001313402,0.025917537,0.053921299,0.090850725,0.174439452,0.232739515,0.338447596,0.445204991,0.533617239,0.607185074,0.619150067,0.597050915,0.536804338,0.564023765,0.61776537,0.609462275,0.603564909,0.569588531,0.522926559,0.460048327,0.3668565,0.288051239,0.211319351,0.139540964,0.07559893,0.031674087,0.002914347,0,0,0,0,2.34E-06,0,0,1.61E-05,0
07/04/2017,1.56E-06,0,0,0,0,0,0,0,0,0,0,0,0.002018364,0.031813599,0.055708782,0.103864796,0.201687044,0.265431597,0.359566476,0.472944261,0.546228225,0.593024575,0.613025966,0.650832547,0.716581215,0.705544971,0.699028577,0.680699212,0.652567081,0.613279081,0.559694113,0.486656778,0.388645335,0.310117524,0.210510003,0.138904639,0.075895473,0.030706546,0.004796045,0.000158844,0,4.44E-06,0,0,2.43E-06,0,0,0
08/04/2017,0,0,2.95E-05,0,0,0,0,0,0,0,0,6.20E-06,0.002351225,0.030989194,0.06365057,0.116760243,0.194948612,0.265047934,0.364479628,0.497261962,0.572240469,0.623576099,0.675689162,0.709800033,0.740160076,0.73159409,0.712783055,0.698369365,0.661555897,0.626408393,0.561243729,0.480821484,0.38768357,0.309086125,0.226301143,0.150446111,0.070825357,0.034320062,0.004821401,0,0,0,0,0,0,0,0,0
09/04/2017,0,0,0,0,0,0,0,0,0,0,0,6.14E-06,0.004265947,0.029591009,0.058631648,0.115272546,0.186093762,0.265569391,0.3737798,0.483983487,0.560153728,0.625044324,0.675421723,0.722375401,0.730500056,0.732968183,0.715506761,0.695303321,0.66767039,0.638505205,0.548110861,0.474955547,0.344790799,0.22214857,0.111036016,0.092473954,0.053839552,0.023842836,0.003548668,3.36E-06,0,0,0,0,3.46E-06,4.19E-06,0,0
10/04/2017,0,0,0,0,0,0,0,0,0,0,0.000283836,3.69E-06,0.004720159,0.034743438,0.066778138,0.101218368,0.203313821,0.275009501,0.322476055,0.417821878,0.488212299,0.498352276,0.479528422,0.495780883,0.483686466,0.48927359,0.543108593,0.554267791,0.563084487,0.585173218,0.520761145,0.438122159,0.31858147,0.262428573,0.214570795,0.156926828,0.067441229,0.034247619,0.003309387,4.04E-06,3.12E-06,3.13E-06,4.04E-06,2.39E-06,0,0,0,0
11/04/2017,0,0,0,0,0,0,0,9.12E-07,0,4.79E-06,0,2.65E-05,0.009141424,0.034148483,0.079830996,0.140006422,0.209588928,0.273371146,0.369912152,0.442421364,0.492303312,0.516558914,0.491229516,0.569099249,0.596600578,0.596311925,0.60213626,0.59631655,0.553952339,0.520314858,0.499423368,0.432247297,0.340629087,0.279798395,0.223551979,0.149817025,0.083202859,0.040848382,0.007963562,1.69E-05,2.16E-06,0,0,0,0,0,0,0
12/04/2017,0,0,0,0,0,0,0,0,0,0,0,4.63E-06,0.00156673,0.021530584,0.062418624,0.120976021,0.173302651,0.214002176,0.239069482,0.301503652,0.359360217,0.386216174,0.462574717,0.586898168,0.610873592,0.626982965,0.678625655,0.650485576,0.582386244,0.567834527,0.464154329,0.386886966,0.300231506,0.228822575,0.160128835,0.089946792,0.043651307,0.023050836,0.00311903,0,0,0,0,0,0,0,0,0
13/04/2017,0,0,0,0,0,0,0,0,0,0,0,1.22E-05,0.00127978,0.011802214,0.041952512,0.080248134,0.112915062,0.145869947,0.221881012,0.265336039,0.303513065,0.295854702,0.256979735,0.249593122,0.219527118,0.236857681,0.286836173,0.362041935,0.312881195,0.314578357,0.305964713,0.252855901,0.210056008,0.210516787,0.151184145,0.111221533,0.066912226,0.036391894,0.014887919,0.001612913,1.58E-06,0,0,0,0,0,0,0
14/04/2017,0,0,0,0,0,0,0,0,0,0,0,1.07E-05,0.002002522,0.015594804,0.038354517,0.065336033,0.097985626,0.136604279,0.162867886,0.198532489,0.258228389,0.292685463,0.348930919,0.33884028,0.279623993,0.260597478,0.270659584,0.271467905,0.297308993,0.317943619,0.32252929,0.241320643,0.179566327,0.127227343,0.079132689,0.047674463,0.034620139,0.018827979,0.001127377,9.57E-05,0,0,0,0,0,0,0,0
15/04/2017,0,0,0,0,0,0,0,0,0,0,0,1.03E-05,0.000494199,0.005040677,0.011510153,0.032913116,0.068527886,0.068293477,0.074754773,0.124518324,0.199881511,0.273630895,0.353818473,0.387053273,0.41082893,0.43691565,0.441947029,0.473865252,0.47555594,0.447721016,0.408117353,0.376620789,0.321241365,0.257097131,0.198252103,0.139310722,0.078090436,0.049107712,0.010255335,0.001488385,3.85E-05,0,0,0,0,1.59E-05,1.79E-05,0
16/04/2017,0,0,0,0,0,0,0,0,0,0,0,8.68E-05,0.003983127,0.024576832,0.058245635,0.144141164,0.224449185,0.338145991,0.43342644,0.480204391,0.499398889,0.497514213,0.514183791,0.467012043,0.502178184,0.478966918,0.438156745,0.3518224,0.341866109,0.333646655,0.355341017,0.287566645,0.253026036,0.230053462,0.165487989,0.105953897,0.067025772,0.032866247,0.005768664,0.000559286,3.18E-06,0,0,0,1.09E-05,0,0,0
17/04/2017,0,0,1.54E-06,0,0,2.80E-06,0,0,0,0,0,2.13E-05,0.003533572,0.024104181,0.058704818,0.11279679,0.176153629,0.266626134,0.341224227,0.392221538,0.411488045,0.404369315,0.434914566,0.344238952,0.30803845,0.315467376,0.326716224,0.371254189,0.360594509,0.310426188,0.284119086,0.232409918,0.172901109,0.127454754,0.089599237,0.05535546,0.03928363,0.018260611,0.003025782,2.38E-05,6.00E-05,5.27E-06,2.65E-05,0,0,2.44E-05,0,0
18/04/2017,0,0,0,0,0,0,0,0,0,0,0,0.000299676,0.002804404,0.005608457,0.028119366,0.083547215,0.196218772,0.35511237,0.502445465,0.589193083,0.660893947,0.693959898,0.701212197,0.707582336,0.710426968,0.707180235,0.702826213,0.67406235,0.72746762,0.70268045,0.625767737,0.49534458,0.422638562,0.341685682,0.25098769,0.160375558,0.085971348,0.02352051,0.000816524,5.16E-05,0.000204253,0,0,0,0,0,0,0
