at,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
14/07/2014,0,0,0,0,0,0,0,0,0,0.000135033,0.00735937,0.016563721,0.027056196,0.043172352,0.111218731,0.22037403,0.302338269,0.396339995,0.476791928,0.560141806,0.604432231,0.603859075,0.57164854,0.559099504,0.428682201,0.366467255,0.367508961,0.322525116,0.327375799,0.338134328,0.2813209,0.187910399,0.124418159,0.087005535,0.055520693,0.042185279,0.034507328,0.028300337,0.020410402,0.009284786,0.00292668,8.79E-06,7.91E-07,0,0,0,0,0
15/07/2014,0,0,0,0,0,0,0,0,0,2.23E-05,0.006452911,0.026314983,0.048838253,0.076000452,0.115953542,0.173479758,0.244076376,0.294126726,0.351340924,0.411662703,0.47842462,0.511478747,0.520429789,0.562755142,0.57374396,0.606707261,0.629022657,0.637168415,0.618843335,0.641349105,0.602994634,0.559020222,0.490789802,0.423245278,0.334581709,0.223420527,0.121677618,0.059313675,0.038422947,0.021423799,0.010469203,0.000460591,2.62E-05,0,0,0,0,0
16/07/2014,0,0,0,0,0,0,0,0,0,2.16E-06,0.00436205,0.015385607,0.029390946,0.044497174,0.087116273,0.173059665,0.246098961,0.293175871,0.302322229,0.286607508,0.317719947,0.318682632,0.335968356,0.330739037,0.355201025,0.407595159,0.368051224,0.301076158,0.312507877,0.359068816,0.285778573,0.263416023,0.230125764,0.181548531,0.156850237,0.111494931,0.08623191,0.056230254,0.02146345,0.015609347,0.006243381,0.000118084,1.02E-05,0,0,0,0,0
17/07/2014,0,0,0,0,0,0,0,0,0,1.33E-05,0.003702045,0.012259851,0.032600634,0.047802378,0.097755925,0.152843593,0.194299701,0.240453587,0.296113363,0.34846627,0.376625857,0.439432948,0.489755194,0.584849509,0.642963599,0.641004317,0.609018077,0.571970436,0.563415972,0.563197509,0.584654822,0.549070581,0.485758223,0.40586449,0.308398169,0.197237737,0.107589701,0.064692573,0.039007277,0.022044955,0.007001091,1.01E-05,3.11E-06,0,0,0,0,0
18/07/2014,0,0,0,0,0,0,0,0,0,2.13E-05,0.002662713,0.012198031,0.029155695,0.050596567,0.06417951,0.1080759,0.099780517,0.100005447,0.113677162,0.18643002,0.287457183,0.310326905,0.326545324,0.374876501,0.469903494,0.572130981,0.620026848,0.604250987,0.609655398,0.610283143,0.603613133,0.546499423,0.476693775,0.427033459,0.328073808,0.237667709,0.152412587,0.08174872,0.040859118,0.024388157,0.004081222,3.22E-06,4.80E-06,0,0,0,0,0
19/07/2014,0,0,0,0,0,0,0,0,0,0,1.83E-05,0.000223474,0.003697159,0.032040218,0.07117088,0.082251133,0.05284697,0.037647308,0.040898095,0.067454759,0.080901169,0.140105742,0.128313527,0.091557356,0.051837439,0.035069325,0.048013005,0.083452108,0.31025993,0.408559307,0.353043982,0.36009288,0.399885503,0.408330272,0.304923554,0.194931279,0.110963532,0.048145781,0.027803459,0.023031152,0.00537489,8.43E-05,9.79E-06,0,0,0,0,0
20/07/2014,0,0,0,0,0,0,0,0,0,1.22E-05,0.001792059,0.014383959,0.037290339,0.054917849,0.120881311,0.216981906,0.309866974,0.348038895,0.397879681,0.469657754,0.498296963,0.541815116,0.555933738,0.600457634,0.600091902,0.559989553,0.548244737,0.551308879,0.543272559,0.546923453,0.514172356,0.465080735,0.378385685,0.307976747,0.23325165,0.171661006,0.10866298,0.06629011,0.033758553,0.012387906,0.001982351,1.68E-05,4.41E-06,0,0,0,0,0
21/07/2014,0,0,0,0,0,0,0,0,0,4.36E-07,0.006598876,0.023151143,0.043055223,0.076331762,0.149079914,0.239802233,0.33483854,0.427188088,0.495569223,0.531797238,0.492584885,0.460819584,0.434626274,0.451735949,0.524751269,0.562785149,0.575615477,0.588435897,0.583117018,0.594119771,0.581794716,0.538881684,0.467047311,0.383406414,0.306488075,0.197843213,0.120005823,0.064105333,0.026896251,0.009784231,0.000749766,7.24E-06,2.69E-06,0,0,0,0,0
22/07/2014,0,0,0,0,0,0,0,0,0,1.09E-05,0.004141958,0.013616069,0.026533138,0.038713051,0.089639713,0.191570295,0.315699598,0.413985876,0.502021314,0.584990897,0.627799889,0.65458221,0.644166199,0.650929811,0.643731362,0.644685416,0.633825355,0.621135247,0.598156505,0.585510003,0.571093397,0.513935326,0.454463558,0.364557587,0.293834133,0.205936629,0.124287838,0.061528969,0.032699166,0.015044786,0.002463954,1.06E-05,6.62E-07,0,0,0,0,0
23/07/2014,0,0,0,0,0,0,0,0,0,4.35E-06,0.002087913,0.0132878,0.0268758,0.043921648,0.088243172,0.181832511,0.288158918,0.398814669,0.507097183,0.600135881,0.647772596,0.673072113,0.685647402,0.704936508,0.704635387,0.698895481,0.648910583,0.603356399,0.505468531,0.508709964,0.496944873,0.461506486,0.436965636,0.366181207,0.271192716,0.187617036,0.101478329,0.049590938,0.028265365,0.014134649,0.001542928,3.49E-06,2.04E-06,0,0,0,0,0
24/07/2014,0,0,0,0,0,0,0,0,0,8.47E-06,0.002889921,0.01891399,0.040906012,0.074771147,0.12730922,0.191363458,0.257224606,0.319264808,0.390317459,0.486035474,0.601418375,0.68569589,0.709989047,0.749607657,0.749642577,0.747138119,0.738343845,0.705990363,0.661650315,0.635462433,0.598046787,0.545708747,0.469755932,0.394556384,0.313315571,0.220621869,0.141798109,0.08397909,0.045918655,0.022286047,0.003586692,4.89E-05,1.75E-06,0,0,0,0,0
25/07/2014,0,0,0,0,0,0,0,0,0,1.60E-05,0.001374536,0.017571666,0.037019342,0.058542524,0.086559303,0.163550049,0.268195965,0.383814236,0.488547071,0.558599233,0.621036097,0.6593822,0.667869703,0.659706512,0.627905056,0.619494375,0.630688282,0.620064325,0.613483378,0.587269138,0.549611091,0.512154743,0.455541475,0.336797876,0.241230905,0.159788667,0.088334716,0.054060919,0.036143393,0.017021098,0.001612138,1.14E-05,2.06E-06,0,0,0,0,0
26/07/2014,0,0,0,0,0,0,0,0,0,1.34E-05,0.003523175,0.021203771,0.046704358,0.084766482,0.15540822,0.216873945,0.266358778,0.345059599,0.459917131,0.497116836,0.491027253,0.487051162,0.505236924,0.579404453,0.620591307,0.62543228,0.569309432,0.571068392,0.566291762,0.581743094,0.559693059,0.526162913,0.447309661,0.37688628,0.305403734,0.192597328,0.101347411,0.05978415,0.033647603,0.024622855,0.003289136,9.81E-06,2.37E-06,0,0,0,0,0
27/07/2014,0,0,0,0,0,0,0,0,0,0,0.004350397,0.031315109,0.057526411,0.092984066,0.135183441,0.150904635,0.264231263,0.390977023,0.458488835,0.510802179,0.567944451,0.56021426,0.558251671,0.589500369,0.557019717,0.548371174,0.521274323,0.513060954,0.513449929,0.454692471,0.403291053,0.326644,0.300716445,0.250061798,0.20212466,0.156423002,0.104970063,0.074759032,0.056801462,0.029586509,0.008188917,0.000154668,7.09E-06,0,0,0,0,0
28/07/2014,0,0,0,0,0,0,0,0,0,5.46E-06,0.002115638,0.01566378,0.038610012,0.061807989,0.109704194,0.228316393,0.323009441,0.372190881,0.437157634,0.49408507,0.515114505,0.556132436,0.560553807,0.601137488,0.625803956,0.639544305,0.610015505,0.627187993,0.602657545,0.589388651,0.515097194,0.479261789,0.396638548,0.299183668,0.207993546,0.136407718,0.071260437,0.032220477,0.020399029,0.012899603,0.002830725,0.000107805,6.59E-06,0,0,0,0,0
29/07/2014,0,0,0,0,0,0,0,0,0,6.01E-06,0.004133551,0.016838935,0.020699893,0.04769717,0.114257226,0.220759661,0.309806943,0.413174713,0.49968822,0.581795147,0.641762803,0.692548303,0.713815281,0.731517525,0.726867745,0.679959472,0.670901389,0.611169782,0.55985339,0.519647708,0.454120331,0.392296061,0.348781144,0.294980041,0.224079762,0.167570277,0.090060839,0.050239233,0.021149527,0.007087789,0.000296044,1.89E-05,0,0,0,0,0,0
30/07/2014,0,0,0,0,0,0,0,0,0,8.81E-07,0.000422491,0.005470074,0.031466193,0.047408675,0.093379291,0.193010624,0.293802328,0.376681529,0.425130368,0.484209235,0.533864032,0.591109292,0.637225445,0.671744569,0.66953558,0.701061298,0.682103861,0.657640121,0.615441402,0.597679414,0.584261218,0.523155956,0.467073511,0.369475122,0.280638183,0.196059692,0.12253105,0.071493645,0.038483636,0.014355286,0.000564973,3.26E-06,0,0,0,0,0,0
31/07/2014,0,0,0,0,0,0,0,0,0,5.55E-07,0.000744955,0.00908976,0.026516068,0.050432336,0.099193689,0.173772412,0.225194161,0.277174663,0.306141942,0.344123363,0.371959865,0.383068606,0.433097158,0.487357287,0.391311617,0.348801354,0.274227711,0.285725972,0.300841639,0.313958695,0.344392765,0.366451583,0.305263568,0.246706846,0.19956411,0.174325287,0.103326572,0.057771667,0.031767063,0.010521187,0.000809934,4.52E-05,0,0,0,0,0,0
01/08/2014,0,0,0,0,0,0,0,0,0,7.37E-07,0.000145025,0.016386541,0.04553573,0.054456825,0.118933936,0.183955099,0.184266249,0.221687852,0.275212631,0.277220918,0.267418649,0.256833365,0.247640941,0.216836354,0.30141073,0.381460129,0.33472291,0.272497894,0.172285221,0.118909549,0.101053307,0.122047162,0.132405639,0.117626147,0.087140318,0.069625574,0.055800088,0.03761389,0.020425739,0.005885149,0.000137085,1.67E-05,0,0,0,0,0,0
02/08/2014,0,0,0,0,0,0,0,0,0,0,0.000109431,0.003189059,0.01331746,0.025053666,0.037638464,0.069561414,0.093884245,0.101752466,0.118903361,0.127001196,0.20247144,0.393765662,0.539521307,0.591973659,0.576887132,0.546873401,0.410928194,0.338977344,0.411033637,0.361921623,0.416483361,0.376656144,0.369237495,0.308669595,0.26997778,0.20681397,0.108180008,0.054460784,0.027912541,0.00802351,0.000411067,1.52E-05,0,0,0,0,0,0
03/08/2014,0,0,0,0,0,0,0,0,0,0,0.00024216,0.007517561,0.019632734,0.038597063,0.092160301,0.189724346,0.306589626,0.400801258,0.476024282,0.522007612,0.523140816,0.586987568,0.587583044,0.548097087,0.606086085,0.632436098,0.503767082,0.501658569,0.50418649,0.477314585,0.391705878,0.325066367,0.274835187,0.229205988,0.161588063,0.117363062,0.072500035,0.041128082,0.020721498,0.010024758,0.001002005,1.49E-05,0,0,0,0,0,0
04/08/2014,0,0,0,0,0,0,0,0,0,0,0.000162982,0.007446999,0.025364551,0.056472267,0.099765871,0.173897897,0.264364253,0.359113652,0.452389653,0.4860651,0.52688275,0.537131503,0.559129408,0.543435364,0.531313008,0.468428494,0.489434472,0.45663262,0.4143423,0.417048631,0.306160189,0.238015978,0.176626562,0.147160489,0.132945075,0.114932265,0.080728128,0.061684827,0.034516213,0.013178138,0.000615522,2.83E-05,0,0,0,0,0,0
05/08/2014,0,0,0,0,0,0,0,0,0,0,0.000270465,0.001704475,0.00102973,0.005750062,0.026715065,0.051347551,0.068803422,0.104652351,0.145124475,0.182141232,0.206194737,0.214020129,0.248619779,0.243811388,0.254372638,0.288647388,0.319244137,0.341744733,0.335674989,0.402435713,0.406399009,0.330993738,0.292016154,0.230255859,0.167579374,0.131356474,0.088775754,0.051573159,0.019635515,0.003029493,4.83E-05,1.55E-06,0,0,0,0,0,0
06/08/2014,0,0,0,0,0,0,0,0,0,0,5.52E-05,0.007398054,0.029430062,0.06073635,0.112998313,0.182419351,0.241436766,0.262945609,0.315705998,0.388657368,0.476621342,0.516841613,0.532685799,0.609695116,0.632480383,0.657496003,0.635176572,0.644216785,0.613288198,0.596670367,0.574528306,0.524636753,0.459740451,0.364308232,0.2752232,0.188072956,0.123130039,0.084474272,0.044213285,0.009383855,0.000173448,1.21E-05,0,0,0,0,0,0
07/08/2014,0,0,0,0,0,0,0,0,0,0,3.30E-05,0.004898403,0.020016218,0.043687327,0.092570125,0.184301936,0.295951432,0.393948461,0.471574074,0.530352165,0.53954501,0.567060109,0.600452902,0.656628236,0.663963812,0.630116605,0.632628075,0.63612387,0.613143376,0.601284238,0.582758367,0.524231659,0.44797999,0.329755838,0.244443217,0.198896131,0.111749648,0.059915145,0.029424864,0.012521789,0.000507475,2.21E-05,0,0,0,0,0,0
08/08/2014,0,0,0,0,0,0,0,0,0,0,3.86E-05,0.01043437,0.030371757,0.044379316,0.091333662,0.172912889,0.258555781,0.338081963,0.409647198,0.42948956,0.494577518,0.548466905,0.515536647,0.495999832,0.426354777,0.304942574,0.246554178,0.30521446,0.327735624,0.280051296,0.201613292,0.147417952,0.092621853,0.044722896,0.026735669,0.0247118,0.016924287,0.009962179,0.002708448,0.00021207,1.68E-05,2.48E-05,0,0,0,0,0,0
09/08/2014,0,0,0,0,0,0,0,0,0,0,2.86E-06,0.002237724,0.01734344,0.037328057,0.087945925,0.184553368,0.301980368,0.381163245,0.404534675,0.398555879,0.389771322,0.404968042,0.492413609,0.511225995,0.502679886,0.532926338,0.436544051,0.348006807,0.338209505,0.323980162,0.327920752,0.242413416,0.151569738,0.091258199,0.090690317,0.062634637,0.047413478,0.021675843,0.006770824,0.000512701,0.000103005,0,0,0,0,0,0,0
10/08/2014,0,0,0,0,0,0,0,0,0,0,1.54E-05,0.000241656,0.001593508,0.003361236,0.012122258,0.019778927,0.035130554,0.050711042,0.088411669,0.124223574,0.191946748,0.344594906,0.431863786,0.412502224,0.401268164,0.35702322,0.486975733,0.53921109,0.506890238,0.518417742,0.521887917,0.458853185,0.408564197,0.300820802,0.202403634,0.137632848,0.084158696,0.050042773,0.021803635,0.011054384,9.52E-05,4.93E-06,0,0,0,0,0,0
11/08/2014,0,0,0,0,0,0,0,0,0,0,2.84E-11,0.003149707,0.017438262,0.030988795,0.058330281,0.124954917,0.21952181,0.258167516,0.332803058,0.415884085,0.451420275,0.515112076,0.564117736,0.550062573,0.4981945,0.516491497,0.47678529,0.469982606,0.543098171,0.484252294,0.411863389,0.362534249,0.334503403,0.274971522,0.201223948,0.152679397,0.085753754,0.042437269,0.022103312,0.005016903,0.000158122,3.20E-06,0,0,0,0,0,0
12/08/2014,0,0,0,0,0,0,0,0,0,0,1.01E-05,0.00320203,0.018174697,0.050903165,0.082672902,0.121896728,0.213915538,0.314223084,0.369458348,0.423894703,0.472858929,0.520841324,0.460868789,0.44104396,0.475075494,0.553370449,0.503055999,0.381186395,0.406200541,0.491798847,0.429112647,0.338517273,0.276415851,0.226991905,0.197171195,0.129753826,0.086752735,0.046096155,0.016152999,0.003285708,1.31E-05,1.88E-06,0,0,0,0,0,0
13/08/2014,0,0,0,0,0,0,0,0,0,0,2.10E-05,0.005661092,0.021014275,0.051930238,0.093424184,0.1704898,0.254526901,0.300669162,0.311838065,0.35657804,0.427262336,0.469652577,0.548807128,0.539611942,0.479946772,0.476355726,0.512981926,0.584317756,0.540709872,0.499326693,0.464258795,0.401164123,0.329231925,0.247075442,0.179377638,0.112695553,0.057029489,0.023432601,0.007393678,0.002178881,1.05E-05,1.48E-06,0,0,0,0,0,0
14/08/2014,0,0,0,0,0,0,0,0,0,0,1.42E-05,0.000414073,0.009169531,0.029073403,0.063742153,0.102263251,0.133817386,0.148154946,0.177849455,0.218298396,0.25892526,0.309202342,0.341646752,0.345194657,0.346134279,0.213826154,0.292347517,0.346199466,0.380801989,0.390534839,0.428490124,0.436302539,0.375438712,0.266488253,0.18237093,0.104982812,0.046292989,0.030368633,0.017672783,0.004181751,6.79E-05,0,0,0,0,0,0,0
15/08/2014,0,0,0,0,0,0,0,0,0,0,1.05E-05,0.002895469,0.018183885,0.043678824,0.091572987,0.145799517,0.212905236,0.302802484,0.373481958,0.39934958,0.418995113,0.428131786,0.430510959,0.420863306,0.450902617,0.485991936,0.5362852,0.566958355,0.524262837,0.514727286,0.461668068,0.368472913,0.332418132,0.286170248,0.200690337,0.12026972,0.068054187,0.025934351,0.012935786,0.001767545,1.22E-05,0,0,0,0,0,0,0
16/08/2014,0,0,0,0,0,0,0,0,0,0,1.53E-05,0.002790929,0.022723813,0.046776558,0.091888132,0.151883601,0.226430971,0.309680841,0.426204156,0.508240007,0.461676454,0.419943985,0.433062638,0.499661718,0.470160099,0.525610092,0.486272475,0.452348765,0.402103939,0.448039001,0.443025129,0.354474083,0.287181573,0.203346629,0.131357579,0.080958175,0.040734555,0.023121137,0.008078445,0.000643626,1.11E-05,0,0,0,0,0,0,0
17/08/2014,0,0,0,0,0,0,0,0,0,0,0,8.28E-05,0.001976797,0.014890295,0.039309046,0.056470123,0.115777196,0.190749583,0.233435754,0.240770819,0.263449922,0.401100766,0.561466279,0.613899731,0.661910395,0.635203306,0.629443965,0.593253351,0.576813147,0.532143596,0.505034387,0.434447811,0.374966645,0.302796699,0.267739126,0.161366491,0.086698943,0.040857405,0.022123464,0.001870667,2.58E-05,0,0,0,0,0,0,0
18/08/2014,0,0,0,0,0,0,0,0,0,0,0,0.000348576,0.014768541,0.031803244,0.080059906,0.149541595,0.230450828,0.345492268,0.400946519,0.42987518,0.411228544,0.407112199,0.351351675,0.364813877,0.478275136,0.510003093,0.514455756,0.415529795,0.419984894,0.388025647,0.380372576,0.367086277,0.346110928,0.279645151,0.200637904,0.14660974,0.093334501,0.048552685,0.022422995,0.002672187,2.01E-05,0,0,0,0,0,0,0
19/08/2014,0,0,0,0,0,0,0,0,0,0,0,0.001910791,0.02405335,0.053904175,0.100971402,0.189915129,0.295054673,0.383004235,0.454373489,0.47595617,0.487679901,0.463451724,0.477100487,0.428599061,0.476490126,0.490653311,0.497182557,0.478864898,0.455748088,0.374891728,0.333139954,0.297911275,0.314604591,0.280275636,0.258401211,0.154965516,0.065605276,0.03848632,0.01355259,0.001689026,5.03E-05,0,0,0,0,0,0,0
20/08/2014,0,0,0,0,0,0,0,0,0,0,0,0.000940181,0.009639717,0.010987716,0.022710793,0.098587453,0.197033473,0.282107777,0.381253641,0.503458085,0.587929449,0.501651909,0.494959525,0.59840057,0.551524438,0.538420706,0.493170006,0.467622498,0.464513124,0.423299643,0.387001949,0.366452426,0.325900137,0.28700348,0.229983685,0.150771016,0.085825794,0.038481814,0.012903304,0.000714766,9.62E-06,0,0,0,0,0,0,0
21/08/2014,0,0,0,0,0,0,0,0,0,0,0,4.49E-05,0.007347095,0.013866285,0.02802077,0.048255933,0.066640631,0.095920117,0.135669945,0.160471221,0.169761666,0.191676401,0.181033755,0.207292308,0.233639603,0.274833553,0.289482073,0.331549993,0.314482564,0.357076696,0.306811688,0.22899978,0.216494929,0.136281863,0.099650921,0.072128767,0.053884012,0.028562094,0.006014614,0.00031614,6.84E-06,0,0,0,0,0,0,0
22/08/2014,0,0,0,0,0,0,0,0,0,0,0,0.000766785,0.016333064,0.034028154,0.061277598,0.097408198,0.152141231,0.271768901,0.422755863,0.528755806,0.570241892,0.599738227,0.595826421,0.58657068,0.578403144,0.524268339,0.632633479,0.638920387,0.60568056,0.542342221,0.483141416,0.401943855,0.342229411,0.320469875,0.232747139,0.148013655,0.09443207,0.041938071,0.013419564,0.000543021,1.17E-05,0,0,0,0,0,0,0
23/08/2014,0,0,0,0,0,0,0,0,0,0,0,0.000287631,0.010238902,0.053463552,0.084578118,0.163140733,0.252102906,0.341985583,0.459980114,0.505619112,0.546316118,0.555082386,0.519076248,0.559088762,0.570145812,0.534187548,0.583345752,0.481916301,0.425374842,0.466180422,0.464596058,0.457261228,0.377994101,0.303152899,0.202028516,0.121860237,0.074267589,0.034298977,0.013015537,0.000360196,4.98E-06,0,0,0,0,0,0,0
24/08/2014,0,0,0,0,0,0,0,0,0,0,8.68E-07,0.000369368,0.00975782,0.032420535,0.069407318,0.118686541,0.14287235,0.17465208,0.217324127,0.257939402,0.284651345,0.357556814,0.392653104,0.391061642,0.333076917,0.334272207,0.366112015,0.309653996,0.320572095,0.396852303,0.418826767,0.258586657,0.19071088,0.217589425,0.161035441,0.086720394,0.034229267,0.01120756,0.004500483,0.000198213,6.93E-07,0,0,0,0,0,0,0
25/08/2014,0,0,0,0,0,0,0,0,0,0,0,1.99E-05,0.000390697,0.003268513,0.015623286,0.032975693,0.04602649,0.049835478,0.070021257,0.068290142,0.060390751,0.060096642,0.060628862,0.063259655,0.06973498,0.08758028,0.111426861,0.111588592,0.107600204,0.099185059,0.094820715,0.099873632,0.09435337,0.097802417,0.116931076,0.106203736,0.079582548,0.031127548,0.004334491,0.000124944,1.04E-05,0,0,0,0,0,0,0
26/08/2014,0,0,0,0,0,0,0,0,0,0,0,1.37E-05,5.84E-05,0.001416547,0.012080819,0.036328169,0.056282415,0.07396656,0.097633068,0.141298606,0.185211858,0.215770767,0.229477215,0.211885941,0.209743293,0.252350343,0.254184126,0.238478501,0.197296637,0.164149819,0.187687436,0.188401638,0.128747799,0.097646074,0.082429582,0.049137847,0.021033216,0.008268941,0.001969384,0.000154667,6.72E-06,0,0,0,0,0,0,0
27/08/2014,0,0,0,0,0,0,0,0,0,0,0,3.55E-05,0.007402045,0.039147983,0.091313317,0.154916147,0.231997232,0.34554155,0.42029862,0.450896699,0.417265827,0.408048608,0.350972342,0.265205118,0.266967023,0.239483604,0.208755004,0.134198267,0.117644292,0.108907145,0.099013478,0.078655628,0.090492745,0.092771562,0.078385644,0.057556124,0.029614373,0.011843586,0.00210823,6.34E-06,0,0,0,0,0,0,0,0
28/08/2014,0,0,0,0,0,0,0,0,0,0,0,2.02E-05,0.00589224,0.031797452,0.08119153,0.132266236,0.171565094,0.251104391,0.339051134,0.388494395,0.400780447,0.354002068,0.281989013,0.208082813,0.20715509,0.328737449,0.40677205,0.509674836,0.565337521,0.534959151,0.493374969,0.449447423,0.275936166,0.161843524,0.079850827,0.040828108,0.042423237,0.022898507,0.003609893,9.31E-05,0,0,0,0,0,0,0,0
29/08/2014,0,0,0,0,0,0,0,0,0,0,0,7.05E-05,0.004308971,0.020721919,0.086703449,0.117080665,0.121939655,0.187972557,0.246904164,0.288145609,0.307073397,0.296611147,0.322115697,0.344339418,0.299717504,0.222630786,0.1616407,0.143575261,0.143466277,0.130082332,0.134842469,0.125052067,0.11473949,0.073841479,0.029667001,0.013725018,0.007917291,0.0032203,0.00026247,5.71E-06,0,0,0,0,0,0,0,0
30/08/2014,0,0,0,0,0,0,0,0,0,0,0,2.32E-05,0.00643002,0.035529919,0.077119587,0.147223497,0.216238386,0.297117887,0.309259431,0.40472422,0.455426651,0.545387715,0.57942181,0.546582018,0.498695229,0.480357405,0.439725747,0.418769959,0.339806185,0.334106486,0.312031551,0.255579337,0.204836428,0.180578851,0.137205012,0.081898837,0.044766209,0.023030835,0.004492791,4.87E-05,0,0,0,0,0,0,0,0
31/08/2014,0,0,0,0,0,0,0,0,0,0,0,1.85E-06,0.002538509,0.023311603,0.092729168,0.167822104,0.206997182,0.293790479,0.430474232,0.525499516,0.575966594,0.571431002,0.553652307,0.603451198,0.618723741,0.582195544,0.605415396,0.5778208,0.548582805,0.526383289,0.513881245,0.487999108,0.420707526,0.329225338,0.231215137,0.12754524,0.05405174,0.019628324,0.003970399,9.00E-05,0,0,0,0,0,0,0,0
01/09/2014,0,0,0,0,0,0,0,0,0,0,0,0,0.00026025,0.006015704,0.01987218,0.037312198,0.056616747,0.080888922,0.106673167,0.129833722,0.141290939,0.187889018,0.206842993,0.202646456,0.196641143,0.173672408,0.198016949,0.22447901,0.223793562,0.206349661,0.194082272,0.210707732,0.252598469,0.176578714,0.108998318,0.078920944,0.041192569,0.016674979,0.003092676,4.51E-05,0,0,0,0,0,0,0,0
02/09/2014,0,0,0,0,0,0,0,0,0,0,0,1.41E-05,0.006608096,0.038383079,0.095059184,0.160025482,0.221919944,0.273700575,0.341226938,0.422063516,0.539260038,0.611767432,0.655034406,0.678827325,0.613977872,0.547539927,0.401864838,0.275341841,0.2698249,0.275980036,0.297731612,0.275042999,0.241445809,0.18747019,0.137669201,0.071424585,0.025249587,0.005269232,0.000753726,3.20E-06,0,0,0,0,0,0,0,0
03/09/2014,0,0,0,0,0,0,0,0,0,0,0,0,0.001407338,0.013815869,0.034504044,0.050689561,0.073057738,0.084933725,0.102945341,0.127241744,0.170142187,0.21024952,0.25238111,0.279368228,0.349400119,0.422865407,0.480380158,0.41905412,0.355865494,0.314474287,0.241721243,0.213266886,0.205500853,0.159708111,0.131778938,0.072170778,0.033518192,0.009551234,0.000837761,2.54E-06,0,0,0,0,0,0,0,0
04/09/2014,0,0,0,0,0,0,0,0,0,0,0,2.17E-06,0.001335316,0.011517334,0.025813758,0.043830424,0.059657689,0.073684509,0.104150284,0.127467304,0.165882403,0.228564137,0.232520626,0.244883112,0.221669186,0.245762538,0.280380104,0.287399639,0.290277677,0.253811608,0.262409832,0.257674863,0.197043636,0.157929199,0.08945586,0.043852433,0.016988332,0.004540589,0.000240779,8.84E-07,0,0,0,0,0,0,0,0
05/09/2014,0,0,0,0,0,0,0,0,0,0,0,0,0.000272355,0.004929728,0.023595978,0.049388761,0.073473285,0.104562192,0.129569476,0.171916555,0.228832099,0.359748389,0.421930436,0.423050488,0.441961582,0.4784537,0.45204167,0.434371991,0.405257804,0.414299474,0.316075189,0.230708531,0.200426949,0.162880927,0.131724055,0.087272738,0.045441565,0.013806514,0.000888416,8.88E-06,0,0,0,0,0,0,0,0
06/09/2014,0,0,0,0,0,0,0,0,0,0,0,0,0.000275917,0.005972794,0.015348419,0.028423631,0.054925666,0.064127229,0.085271301,0.109735657,0.142396543,0.174652782,0.216952829,0.364983207,0.40734169,0.521862756,0.572068566,0.52894605,0.472702256,0.408546213,0.366656227,0.302523773,0.239466709,0.174436395,0.102426211,0.045690838,0.02649472,0.010593284,0.00058922,2.36E-06,0,0,0,0,0,0,0,0
07/09/2014,0,0,0,0,0,0,0,0,0,0,0,0,0.000980487,0.015170195,0.042630712,0.083255505,0.13534204,0.216880089,0.296847096,0.406085631,0.517282975,0.606529772,0.601255401,0.567439613,0.45888448,0.454812405,0.475213886,0.546378894,0.566995287,0.522016099,0.473051193,0.39783377,0.312350995,0.236065416,0.147483401,0.08185468,0.032960182,0.009665388,0.000816237,5.99E-06,0,0,0,0,0,0,0,0
08/09/2014,0,0,0,0,0,0,0,0,0,0,0,0,0.00172675,0.019648346,0.055156221,0.122816727,0.215569878,0.306127484,0.408456535,0.486721859,0.573368797,0.618104948,0.6271293,0.660739314,0.617815207,0.600181598,0.606395288,0.577944345,0.548977581,0.50607941,0.455599284,0.42374917,0.349568475,0.264715323,0.178476039,0.098713196,0.04220827,0.008290915,0.000316867,1.98E-06,0,0,0,0,0,0,0,0
09/09/2014,0,0,0,0,0,0,0,0,0,0,0,2.73E-06,0.002655745,0.021793302,0.048568589,0.131958533,0.232684965,0.312212141,0.393964406,0.474083452,0.556222842,0.616084194,0.653224174,0.684055572,0.622023322,0.608712728,0.593578482,0.553857245,0.525942723,0.477061047,0.441522406,0.386744883,0.294057357,0.22877495,0.161384162,0.083359738,0.037837599,0.010229216,0.000478791,1.43E-05,0,0,0,0,0,0,0,0
10/09/2014,0,0,0,0,0,0,0,0,0,0,0,0,0.000630309,0.01548307,0.0507339,0.113605305,0.183603617,0.281725894,0.411633588,0.506424531,0.571293462,0.624463939,0.633259251,0.619299235,0.53192453,0.513144089,0.49313524,0.502339786,0.478949955,0.464848206,0.413320467,0.369926646,0.315674563,0.23418203,0.151277791,0.081586755,0.032923484,0.006707254,0.000277366,0,0,0,0,0,0,0,0,0
11/09/2014,0,0,0,0,0,0,0,0,0,0,0,0,0.000551521,0.020126941,0.057008238,0.147895631,0.231815148,0.290463079,0.380721185,0.448318407,0.524244974,0.535759954,0.436550115,0.346108919,0.262707378,0.253578962,0.223971174,0.211502102,0.193186813,0.17100928,0.126178301,0.095405334,0.075610739,0.053852544,0.037827712,0.0236821,0.011092307,0.001260931,2.72E-05,0,0,0,0,0,0,0,0,0
