Group admin,School name,MAT,Diocese,Local Authority,School URL,MAT/LA group,MAT/LA group URL,Project group,Project URL
Thea,Mortimer Community College,,,South Tyneside,https://energysparks.uk/schools/mortimer-community-college,South Tyneside,https://energysparks.uk/admin/school_groups/south-tyneside,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Thea,Rakegate Primary School,,,,https://energysparks.uk/schools/rakegate-primary-school,Wolverhampton ,https://energysparks.uk/admin/school_groups/wolverhampton,Great British Energy Solar Project (MACE led),https://energysparks.uk/school_groups/great-british-energy-solar-project-mace-led-3c404449-0c6f-49f9-96a7-5465bf6d0bac
Thea,"Riverside Primary School, Tyne and Wear",,,North Tyneside,https://energysparks.uk/schools/riverside-primary-school-tyne-and-wear,North Tyneside,https://energysparks.uk/admin/school_groups/north-tyneside,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Thea,Samuel Allsopp Primary and Nursery School,,,,Account not set up yet - paused,,,Great British Energy Solar Project (MACE led),https://energysparks.uk/school_groups/great-british-energy-solar-project-mace-led-3c404449-0c6f-49f9-96a7-5465bf6d0bac
Thea,St George's CofE School,The Black Pear Trust,,,https://energysparks.uk/schools/st-george-s-cofe-school,The Black Pear Trust,https://energysparks.uk/admin/school_groups/black-pear-trust,Great British Energy Solar Project (MACE led),https://energysparks.uk/school_groups/great-british-energy-solar-project-mace-led-3c404449-0c6f-49f9-96a7-5465bf6d0bac
Thea,St Thomas More Catholic High School,n/a,,North Tyneside,Account not set up yet,North Tyneside,https://energysparks.uk/admin/school_groups/north-tyneside,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Thea,Stafford Manor High School,,,,Account not set up yet - paused,,,Great British Energy Solar Project (MACE led),https://energysparks.uk/school_groups/great-british-energy-solar-project-mace-led-3c404449-0c6f-49f9-96a7-5465bf6d0bac
Thea,The Suthers School,Nova Education Trust,,,https://energysparks.uk/schools/the-suthers-school,Nova Education Trust,https://energysparks.uk/admin/school_groups/nova-education-trust,Great British Energy Solar Project (MACE led),https://energysparks.uk/school_groups/great-british-energy-solar-project-mace-led-3c404449-0c6f-49f9-96a7-5465bf6d0bac
Thea,Trinity Academy Akroydon,Trinity Multi Academy Trust,,Calderdale,https://energysparks.uk/schools/trinity-academy-akroydon,Trinity Multi Academy Trust,https://energysparks.uk/admin/school_groups/trinity-multi-academy-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Thea,Trinity Academy Leeds,Trinity Multi Academy Trust,,Leeds,https://energysparks.uk/schools/trinity-academy-leeds,Trinity Multi Academy Trust,https://energysparks.uk/admin/school_groups/trinity-multi-academy-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Thea,Trinity Academy St Peter's,Trinity Multi Academy Trust,,Calderdale,https://energysparks.uk/schools/trinity-academy-st-peter-s,Trinity Multi Academy Trust,https://energysparks.uk/admin/school_groups/trinity-multi-academy-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Thea,Weobley High School,,,,Account not set up yet,Herefordshire,https://energysparks.uk/admin/school_groups/herefordshire,Great British Energy Solar Project (MACE led),https://energysparks.uk/school_groups/great-british-energy-solar-project-mace-led-3c404449-0c6f-49f9-96a7-5465bf6d0bac
Thea,Weobley Primary School,,,,https://energysparks.uk/schools/weobley-primary-school,Herefordshire,https://energysparks.uk/admin/school_groups/herefordshire,Great British Energy Solar Project (MACE led),https://energysparks.uk/school_groups/great-british-energy-solar-project-mace-led-3c404449-0c6f-49f9-96a7-5465bf6d0bac
Thea,Westoe Crown Primary School,,,South Tyneside,https://energysparks.uk/schools/westoe-crown-primary-school,South Tyneside,https://energysparks.uk/admin/school_groups/south-tyneside,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
