id,RGN22NM,LAD22CD
"1046",Yorkshire and The Humber,E06000013
"1049",Yorkshire and The Humber,E06000013
"1044",Yorkshire and The Humber,E06000013
"1164",Yorkshire and The Humber,E06000013
"1098",Yorkshire and The Humber,E06000013
"1077",Yorkshire and The Humber,E06000013
"1105",Yorkshire and The Humber,E06000013
"1123",Yorkshire and The Humber,E06000013
"1041",Yorkshire and The Humber,E06000013
"1092",Yorkshire and The Humber,E06000013
"1088",Yorkshire and The Humber,E06000013
"1042",Yorkshire and The Humber,E06000013
"1118",Yorkshire and The Humber,E06000013
"1047",Yorkshire and The Humber,E06000013
"1095",Yorkshire and The Humber,E06000013
"1031",Yorkshire and The Humber,E06000014
"956",Yorkshire and The Humber,E06000014
"1029",Yorkshire and The Humber,E06000014
"1030",Yorkshire and The Humber,E06000014
"1033",Yorkshire and The Humber,E06000014
"1028",Yorkshire and The Humber,E06000014
"1032",Yorkshire and The Humber,E06000014
"532",East Midlands,E06000015
"537",East Midlands,E06000015
"565",East Midlands,E06000015
"1142",East Midlands,E06000015
"1143",East Midlands,E06000015
"542",East Midlands,E06000015
"564",East Midlands,E06000015
"524",East Midlands,E06000015
"518",East Midlands,E06000015
"1141",East Midlands,E06000015
"1144",East Midlands,E06000015
"519",East Midlands,E06000015
"337",East Midlands,E06000016
"340",East Midlands,E06000016
"341",East Midlands,E06000016
"272",East Midlands,E06000016
"350",East Midlands,E06000016
"321",East Midlands,E06000016
"328",East Midlands,E06000016
"1253",East Midlands,E06000016
"329",East Midlands,E06000016
"1588",East Midlands,E06000016
"334",East Midlands,E06000016
"1207",East Midlands,E06000016
"342",East Midlands,E06000016
"335",East Midlands,E06000016
"1213",East Midlands,E06000016
"339",East Midlands,E06000016
"1397",East Midlands,E06000016
"381",East Midlands,E06000016
"1632",East Midlands,E06000016
"596",East Midlands,E06000016
"332",East Midlands,E06000016
"353",East Midlands,E06000016
"320",East Midlands,E06000016
"359",East Midlands,E06000016
"1537",East Midlands,E06000016
"1275",East Midlands,E06000016
"1628",East Midlands,E06000016
"346",East Midlands,E06000016
"1278",East Midlands,E06000016
"1303",East Midlands,E06000016
"1281",East Midlands,E06000016
"648",East Midlands,E06000016
"1304",East Midlands,E06000016
"338",East Midlands,E06000016
"1288",East Midlands,E06000016
"1273",East Midlands,E06000016
"1519",East Midlands,E06000016
"1518",East Midlands,E06000016
"1699",East Midlands,E06000016
"1215",East Midlands,E06000016
"343",East Midlands,E06000016
"352",East Midlands,E06000016
"1314",East Midlands,E06000016
"1221",East Midlands,E06000016
"1211",East Midlands,E06000016
"383",East Midlands,E06000016
"408",East Midlands,E06000016
"592",East Midlands,E06000016
"1219",East Midlands,E06000016
"582",East Midlands,E06000016
"1216",East Midlands,E06000017
"1276",East Midlands,E06000017
"539",East Midlands,E06000018
"527",East Midlands,E06000018
"531",East Midlands,E06000018
"639",East Midlands,E06000018
"194",East Midlands,E06000018
"508",West Midlands,E06000020
"197",South West,E06000022
"62",South West,E06000022
"1121",South West,E06000022
"200",South West,E06000022
"201",South West,E06000022
"185",South West,E06000022
"181",South West,E06000022
"39",South West,E06000022
"631",South West,E06000022
"183",South West,E06000022
"184",South West,E06000022
"195",South West,E06000022
"48",South West,E06000022
"123",South West,E06000022
"193",South West,E06000022
"37",South West,E06000022
"128",South West,E06000022
"175",South West,E06000022
"703",South West,E06000022
"91",South West,E06000022
"650",South West,E06000022
"603",South West,E06000022
"1337",South West,E06000022
"1154",South West,E06000022
"46",South West,E06000022
"135",South West,E06000022
"10",South West,E06000022
"788",South West,E06000022
"121",South West,E06000022
"115",South West,E06000022
"990",South West,E06000022
"619",South West,E06000022
"776",South West,E06000022
"604",South West,E06000022
"122",South West,E06000022
"704",South West,E06000022
"70",South West,E06000022
"42",South West,E06000022
"405",South West,E06000022
"132",South West,E06000022
"1170",South West,E06000022
"679",South West,E06000022
"306",South West,E06000022
"1166",South West,E06000022
"127",South West,E06000022
"991",South West,E06000022
"53",South West,E06000022
"94",South West,E06000022
"1191",South West,E06000022
"136",South West,E06000022
"387",South West,E06000022
"6",South West,E06000022
"779",South West,E06000022
"41",South West,E06000022
"26",South West,E06000022
"133",South West,E06000022
"196",South West,E06000022
"1061",South West,E06000022
"620",South West,E06000022
"231",South West,E06000022
"645",South West,E06000022
"572",South West,E06000022
"131",South West,E06000022
"100",South West,E06000022
"992",South West,E06000022
"22",South West,E06000022
"66",South West,E06000022
"354",South West,E06000022
"1167",South West,E06000022
"771",South West,E06000022
"549",South West,E06000022
"994",South West,E06000022
"609",South West,E06000022
"182",South West,E06000023
"993",South West,E06000023
"570",South West,E06000023
"1363",South West,E06000023
"569",South West,E06000023
"1357",South West,E06000023
"1382",South West,E06000023
"444",South West,E06000023
"1361",South West,E06000023
"1321",South West,E06000023
"364",South West,E06000023
"441",South West,E06000023
"447",South West,E06000023
"1318",South West,E06000023
"1373",South West,E06000023
"1524",South West,E06000023
"378",South West,E06000023
"1360",South West,E06000023
"424",South West,E06000023
"1317",South West,E06000023
"1653",South West,E06000023
"1654",South West,E06000023
"1362",South West,E06000023
"1364",South West,E06000023
"1417",South West,E06000023
"437",South West,E06000023
"1365",South West,E06000023
"1359",South West,E06000023
"403",South West,E06000023
"1587",South West,E06000023
"1583",South West,E06000023
"1192",South West,E06000024
"1374",South West,E06000024
"413",South West,E06000024
"696",South West,E06000024
"106",South West,E06000024
"1384",South West,E06000024
"411",South West,E06000024
"659",South West,E06000024
"643",South West,E06000024
"407",South West,E06000024
"1381",South West,E06000024
"409",South West,E06000024
"1372",South West,E06000024
"1366",South West,E06000024
"1377",South West,E06000024
"414",South West,E06000024
"412",South West,E06000024
"777",South West,E06000024
"1380",South West,E06000024
"879",South West,E06000024
"401",South West,E06000024
"637",South West,E06000024
"621",South West,E06000024
"819",South West,E06000024
"406",South West,E06000024
"1178",South West,E06000024
"1396",South West,E06000024
"767",South West,E06000024
"805",South West,E06000024
"1387",South West,E06000024
"820",South West,E06000024
"1316",South West,E06000025
"326",South West,E06000025
"134",South West,E06000025
"1409",South West,E06000027
"980",South West,E06000030
"834",South West,E06000030
"853",South West,E06000030
"823",South West,E06000030
"1532",South West,E06000030
"1658",East of England,E06000031
"1526",East of England,E06000031
"1299",East of England,E06000031
"901",East of England,E06000031
"624",East of England,E06000034
"683",East of England,E06000034
"722",East of England,E06000034
"626",East of England,E06000034
"587",East of England,E06000034
"708",East of England,E06000034
"627",East of England,E06000034
"718",East of England,E06000034
"628",East of England,E06000034
"499",South East,E06000035
"457",South East,E06000035
"502",South East,E06000035
"498",South East,E06000035
"503",South East,E06000035
"495",South East,E06000035
"500",South East,E06000035
"494",South East,E06000035
"501",South East,E06000035
"1543",South East,E06000036
"1548",South East,E06000036
"1223",South East,E06000036
"1575",South East,E06000037
"1661",South East,E06000037
"376",South East,E06000038
"1222",South East,E06000038
"1703",South East,E06000038
"1549",South East,E06000038
"1546",South East,E06000038
"1547",South East,E06000038
"1406",South East,E06000039
"1405",South East,E06000039
"1389",South East,E06000039
"398",South East,E06000040
"399",South East,E06000040
"652",South East,E06000040
"953",South East,E06000040
"199",South East,E06000041
"919",South East,E06000041
"1550",South East,E06000041
"1544",South East,E06000041
"920",South East,E06000042
"932",South East,E06000042
"926",South East,E06000042
"934",South East,E06000042
"930",South East,E06000042
"927",South East,E06000042
"924",South East,E06000042
"923",South East,E06000042
"935",South East,E06000042
"925",South East,E06000042
"922",South East,E06000042
"938",South East,E06000042
"931",South East,E06000042
"945",South East,E06000043
"1640",South East,E06000043
"1120",South East,E06000043
"314",South East,E06000043
"948",South East,E06000043
"276",South East,E06000043
"1663",South East,E06000043
"386",South East,E06000043
"281",South East,E06000043
"653",South East,E06000043
"553",South East,E06000043
"324",South East,E06000043
"887",South East,E06000043
"902",South East,E06000043
"574",South East,E06000043
"327",South East,E06000043
"1163",South East,E06000043
"325",South East,E06000043
"940",South East,E06000043
"649",South East,E06000043
"633",South East,E06000043
"1577",South East,E06000043
"285",South East,E06000043
"1657",South East,E06000043
"356",South East,E06000043
"1579",South East,E06000043
"1649",South East,E06000043
"1600",South East,E06000043
"355",South East,E06000044
"1488",South East,E06000044
"129",South East,E06000044
"1529",South East,E06000044
"445",South East,E06000045
"1400",South East,E06000045
"764",South East,E06000045
"443",South East,E06000045
"275",North East,E06000047
"273",North East,E06000047
"283",North East,E06000047
"315",North East,E06000047
"266",North East,E06000047
"164",North East,E06000047
"301",North East,E06000047
"173",North East,E06000047
"178",North East,E06000047
"268",North East,E06000047
"171",North East,E06000047
"155",North East,E06000047
"279",North East,E06000047
"169",North East,E06000047
"148",North East,E06000047
"274",North East,E06000047
"163",North East,E06000047
"147",North East,E06000047
"162",North East,E06000047
"271",North East,E06000047
"280",North East,E06000047
"267",North East,E06000047
"153",North East,E06000047
"270",North East,E06000047
"149",North East,E06000047
"152",North East,E06000047
"1053",North West,E06000049
"1501",North West,E06000049
"1499",North West,E06000049
"1051",North West,E06000050
"1050",North West,E06000050
"1052",North West,E06000050
"1498",North West,E06000050
"1500",North West,E06000050
"192",West Midlands,E06000051
"912",West Midlands,E06000051
"255",South West,E06000052
"1513",South West,E06000052
"1424",South West,E06000052
"1465",South West,E06000052
"260",South West,E06000052
"257",South West,E06000052
"259",South West,E06000052
"261",South West,E06000052
"1445",South West,E06000052
"1428",South West,E06000052
"384",South West,E06000052
"1444",South West,E06000052
"1527",South West,E06000052
"1425",South West,E06000052
"1456",South West,E06000052
"1423",South West,E06000052
"365",South West,E06000052
"1450",South West,E06000052
"1494",South West,E06000052
"1430",South West,E06000052
"1463",South West,E06000052
"1492",South West,E06000052
"1448",South West,E06000052
"1426",South West,E06000052
"1432",South West,E06000052
"1188",South West,E06000052
"1427",South West,E06000052
"1516",South West,E06000052
"1451",South West,E06000052
"1422",South West,E06000052
"385",South West,E06000052
"1189",South West,E06000052
"380",South West,E06000052
"1457",South West,E06000052
"1431",South West,E06000052
"1429",South West,E06000052
"1455",South West,E06000052
"1515",South West,E06000052
"1458",South West,E06000052
"1433",South West,E06000052
"1446",South West,E06000052
"258",South West,E06000052
"1475",South West,E06000052
"1452",South West,E06000052
"1421",South West,E06000052
"1497",South West,E06000052
"1564",South West,E06000052
"1434",South West,E06000052
"1517",South West,E06000052
"821",South West,E06000054
"345",South West,E06000054
"1313",South West,E06000054
"318",South West,E06000054
"802",South West,E06000054
"1086",South West,E06000054
"803",South West,E06000054
"775",South West,E06000054
"1371",South West,E06000054
"717",South West,E06000054
"797",South West,E06000054
"393",South West,E06000054
"765",South West,E06000054
"713",South West,E06000054
"442",South West,E06000054
"269",South West,E06000054
"818",South West,E06000054
"812",South West,E06000054
"769",South West,E06000054
"827",South West,E06000054
"768",South West,E06000054
"808",South West,E06000054
"1312",South West,E06000054
"882",South West,E06000054
"799",South West,E06000054
"705",South West,E06000054
"787",South West,E06000054
"785",South West,E06000054
"766",South West,E06000054
"939",South West,E06000054
"796",South West,E06000054
"706",South West,E06000054
"801",South West,E06000054
"410",South West,E06000054
"798",South West,E06000054
"714",South West,E06000054
"729",South West,E06000054
"262",South West,E06000054
"960",South West,E06000054
"466",East of England,E06000055
"464",East of England,E06000055
"465",East of England,E06000055
"467",East of England,E06000055
"1416",East of England,E06000056
"1403",East of England,E06000056
"1625",East of England,E06000056
"1466",East of England,E06000056
"1412",East of England,E06000056
"1410",East of England,E06000056
"910",South West,E06000058
"909",South West,E06000058
"917",South West,E06000058
"918",South West,E06000058
"928",South West,E06000058
"951",South West,E06000058
"602",South West,E06000059
"1413",South West,E06000059
"599",South West,E06000059
"598",South West,E06000059
"577",South West,E06000059
"1254",South West,E06000059
"1255",South West,E06000059
"1411",South West,E06000059
"1404",South West,E06000059
"597",South West,E06000059
"1256",South West,E06000059
"1257",South West,E06000059
"601",South West,E06000059
"1259",South West,E06000059
"600",South West,E06000059
"1258",South West,E06000059
"1290",East Midlands,E06000061
"1293",East Midlands,E06000061
"1285",East Midlands,E06000061
"936",East Midlands,E06000061
"929",East Midlands,E06000061
"1269",East Midlands,E06000061
