sep=,
MPR,ReadDatetime,kWh,ReadType
1712105365001,27 Aug 2019 17:00:00,1.6,Actual
1712105365001,27 Aug 2019 17:30:00,0.5,Actual
1712105365001,27 Aug 2019 18:00:00,0.7,Actual
1712105365001,27 Aug 2019 18:30:00,0.9,Actual
1712105365001,27 Aug 2019 19:00:00,1.2,Actual
1712105365001,27 Aug 2019 19:30:00,1.2,Actual
1712105365001,27 Aug 2019 20:00:00,1.2,Actual
1712105365001,27 Aug 2019 20:30:00,1.3,Actual
1712105365001,27 Aug 2019 21:00:00,1.3,Actual
1712105365001,27 Aug 2019 21:30:00,1.2,Actual
1712105365001,27 Aug 2019 22:00:00,1.2,Actual
1712105365001,27 Aug 2019 22:30:00,1.2,Actual
1712105365001,27 Aug 2019 23:00:00,1.3,Actual
1712105365001,27 Aug 2019 23:30:00,1.2,Actual
1712105365001,28 Aug 2019 00:00:00,1.2,Actual
